"x1","submissionid","country","level1_name","level2_name","level3_name","level4_name","level4_id","lat","lon","ma_name","ma_area","ma_status","reserves","reserve_status","x2_affiliation","x3_community","x5_hh_status","x6_gender","x8_religion","x8_religion_other","x9_region_member","x9_region_name","x44_meeting_attendance","x45_leadership_position","x48_enforcement_participation","x53_encourage_regulations","x61g_fishing_change_behavior","x43_ma_benefits","x46_represent_interests","x52_ma_benefit_5yrs","x61a_current_regulations","x61f_rights_distribution_fair","x11a_income_farming","x11a_months_farming","x11b_income_harvesting","x11b_months_harvesting","x11c_income_fishing_artisanal","x11c_months_fishing_artisanal","x11d_income_fishing_industrial","x11d_months_fishing_industrial","x11e_income_buying_trading","x11e_months_buying_trading","x11f_income_processing","x11f_months_processing","x11g_income_aquaculture","x11g_months_aquaculture","x11h_income_extraction","x11h_months_extraction","x11i_income_tourism","x11i_months_tourism","x11j_income_other_wage","x11j_months_other_wage","x11k_income_other","x11k_months_other","x11k_other_source","x12a_fishing_men","x12b_fishing_women","x12c_fishing_children","x19_current_fish_catch","x22_catch_5yrs","x23_job_secure","x26_fishing_income_save","x28_buyer_loans","x29_family_income","x30_trust_community","x30_trust_community_neighbors","x30_trust_fishers_community","x30_trust_fishers_other","x30_trust_local_decision","x30_trust_ngo","x30_trust_regional_decision","x30_trust_religious_leaders","x30_trust_village_alert","x31_my_community_ability","x38_reserve_fishing_allowed","x39_ma_boundaries_aware","x40_reserve_boundaries_aware","x49_enforcement_responsible","x50_ma_punishment","x51a_fishers_gear_not_permitted","x51b_fishers_reserves","x51c_fishers_ma_area","x51d_fishers_violate_fish_size","x51e_fishers_caught","x55_worry_food","x56_reduce_meal_size_adult","x59_food_procurement","x60_hh_fish_consumption","x61b_catch_recording","x61c_community_participation","x61d_strong_enforcement","x61h_individual_behavior","x61i_help_neighbors","x66_reaction_fishing_reserve","x66_response_fishing_reserve","x62_reserve_compliance","x63_fishing_in_reserve","x64_wrong_fishing_reserve","x21_boat_owner_status","x44_scaled","x45_scaled","x48_scaled","x53_scaled","x61g_scaled","x43_scaled","x46_scaled","x52_scaled","x61a_scaled","x61f_scaled","eng_sum","agree_sum","eng_mean","agree_mean"
6815,"f9ad1592-5b95-462b-b444-4676b8f14bde","PHL","Caraga","Surigao del Norte",NA,"Baybay",2408,9.993458,126.075527,"SDN_Burgos",61051,"Proposed",1,"Proposed","Surveyor","Baybay","Spouse","F","Christian",NA,1,"Caraga",1,-1,-1,-2,5,0,0,0,5,5,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Stayed the same","Declines a lot",0,0,0,"Insufficient",1,3,1,5,3,3,3,3,1,"Neither",1,"Strongly agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Sometimes",1,"Uncertain","Few per week",5,5,5,5,5,"Negative formal sanction",1,"1",0,"5","Not by boat",0.976564042877258,-0.612178288310995,-0.603141680570095,-1.8720016926108,1.24813201548917,-1.144450321836,-1.09264564640186,-0.863467648623278,1.25304740683387,1.33807879441758,-0.862625603125463,-0.509437415609687,-0.172525120625092,-0.101887483121937
6816,"f9c20337-00bc-49a4-a9d2-c4cc835ec099","PHL","Western Visayas","Antique",NA,"Callan",2168,11.66864,122.128398,"Antique_Sebaste",6002,"Proposed",0,"Proposed","Surveyor","Callan","Household head","M","Christian",NA,1,"Antique",1,-1,-1,-1,4,0,1,0,4,4,10,12,NA,NA,70,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,12,NA,NA,NA,1,NA,NA,"Declined a lot","Declines a lot",1,1,0,"Tight",4,3,5,3,5,4,4,4,4,"Agree",0,"Agree",9,"National Government","Moderate",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",4,4,4,4,4,NA,0,"-1",0,"3","Collective",0.976564042877258,-0.612178288310995,-0.603141680570095,-0.925577200516999,0.0309160275647251,-1.144450321836,0.590005956520217,-0.863467648623278,0.138977080494165,0.250553665377789,-1.13341709895611,-1.0283812680671,-0.226683419791221,-0.205676253613421
6818,"f9c61a3a-91e1-4b4b-a1c7-6e7c37ca9535","PHL","Caraga","Surigao del Norte",NA,"Tigasao",2133,9.940197,126.086124,"SDN_SanIsidro",35657,"Proposed",1,"Proposed","Surveyor","Tigasao","Spouse","F","Christian",NA,1,"caraga",1,-1,-1,0,4,1,1,1,4,4,20,3,NA,NA,80,10,NA,NA,70,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Stayed the same","Declines slightly",0,0,0,"Insufficient",4,3,4,3,3,4,4,4,4,"Neither",NA,"Agree",NA,"Fisheries Management Body","Strong",1,NA,0,1,NA,"Never",0,"Uncertain","Few per month",4,4,5,5,5,NA,NA,NA,NA,NA,"Own",0.976564042877258,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,-0.186992606862305,2.69817107582952,-0.037398521372461,0.539634215165904
6819,"f9d03f72-98d4-47b9-9c19-ec023b682326","PHL","Caraga","Surigao del Norte",NA,"Halian",1763,9.924394,125.809458,"SDN_DelCarmen",5450,"Established by FF",3,"Strengthened by FF","Surveyor","Halian","Spouse","F","Christian",NA,1,"CARAGA",-1,-1,-1,0,4,1,0,0,5,5,NA,NA,NA,NA,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined a lot","Stays the same",1,0,1,"Tight",5,3,4,3,5,3,4,5,5,"Agree",0,"Agree",10,"National Government","Severe",2,3,3,2,2,"Sometimes",0,"Uncertain","Few per week",5,5,5,5,5,"2. Negative informal sanction",1,"1",0,"5","Rent",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,0.862510451458583,-1.09264564640186,-0.863467648623278,1.25304740683387,1.33807879441758,-2.25001892536227,1.49752335768489,-0.450003785072454,0.299504671536979
6821,"f9dbfd49-a9fc-493c-bae3-c8f853a217be","HND","Colón","Trujillo",NA,"Puerto Castilla",2344,16.01033,-85.947883,"Trujillo",97765,"Proposed",2,"Proposed","Community Member","Puerto Castilla","Household head","M","Christian",NA,1,"evagelio",1,-1,-1,0,5,1,0,1,5,4,NA,NA,NA,NA,80,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined a lot","Improves slightly",0,0,0,"Tight",2,3,5,5,1,5,2,4,3,"Agree",0,NA,9,"Myself","Moderate",NA,0,0,NA,0,"Sometimes",0,"Uncertain","Once or never",5,5,5,5,5,NA,0,"1",0,NA,"Collective",0.976564042877258,-0.612178288310995,-0.603141680570095,0.0208472915768021,1.24813201548917,0.862510451458583,-1.09264564640186,0.856123921978765,1.25304740683387,0.250553665377789,1.03022338106214,2.12958979924715,0.206044676212428,0.425917959849429
6826,"f9fe2e3d-7f2d-47ca-a905-77280449a7e1","PHL","Western Visayas","Antique",NA,"Bacalan",2167,11.547293,122.088387,"Antique_Sebaste",6002,"Proposed",0,"Proposed","Surveyor","Bacalan","Household head","M","Christian",NA,1,"antique",1,1,-1,0,5,0,1,0,5,5,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Stays the same",1,1,0,"Tight",5,5,5,3,5,5,5,5,5,"Neither",0,"Agree",10,"National Government","Moderate",0,0,0,0,0,"Sometimes",0,"Confident not","Few per month",5,5,5,5,5,NA,0,"1",0,"3","Own",0.976564042877258,1.81417467801027,-0.603141680570095,0.0208472915768021,1.24813201548917,-1.144450321836,0.590005956520217,-0.863467648623278,1.25304740683387,1.33807879441758,3.4565763473834,1.17321418731239,0.691315269476681,0.234642837462479
6829,"fa233ef8-2b4f-41af-8c27-a32085e113d5","BRA","Pará","Soure",NA,"Bairro Novo",2314,-0.715694,-48.526472,"RESEX Soure",27464,"Strengthened by FF",0,NA,"Surveyor","Bairro Novo","Sibling","F","Católico",NA,0,NA,1,-1,-1,1,4,1,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines slightly",1,0,0,"Tight",4,4,4,4,4,4,4,4,4,"Agree",-1,"Disagree",0,"Subnational Government","Moderate",3,3,3,3,0,"Often",0,"High chance","Few",4,4,4,4,4,NA,NA,NA,NA,NA,"Collective",0.976564042877258,-0.612178288310995,-0.603141680570095,0.967271783670603,0.0309160275647251,0.862510451458583,-1.09264564640186,-0.863467648623278,0.138977080494165,0.250553665377789,0.759431885231496,-0.704072097694605,0.151886377046299,-0.140814419538921
6831,"fa338450-be45-4aa6-bd1d-16ccc4230e69","BRA","Pará","São Caetano de Odivelas",NA,"Cachoeira",2259,-0.724017,-48.023922,"RESEX Marinha Mocapajuba",21029,"Strengthened by FF",0,NA,"Surveyor","Cachoeira","Household head","M","Evangélico",NA,0,NA,-1,-1,-1,1,4,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,"Declined a lot","Declines a lot",0,0,0,"Tight",2,3,1,1,2,1,1,1,2,"Neither",-1,"Neither",0,"No enforcement system","No punishment",0,0,0,0,0,"Often",0,"Certain","Once or never",2,1,1,2,4,NA,NA,NA,NA,NA,"Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.967271783670603,0.0309160275647251,-1.144450321836,-1.09264564640186,-0.863467648623278,-2.08916357218526,-3.01202172174158,-1.30359443326847,-8.20174891078797,-0.260718886653693,-1.64034978215759
6833,"fa59df8a-e773-4c92-b05e-8a396c65a404","HND","Colón","Trujillo",NA,"Capiro",2780,15.929021,-85.937712,"Trujillo",97765,"Proposed",2,"Proposed","Community Member","Capiro","Sibling","M","Christian",NA,1,"Trujillano",1,-1,-1,-2,3,1,-1,0,3,3,NA,NA,50,5,50,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,"Stayed the same","Declines slightly",0,0,0,"Tight",2,1,1,1,3,1,2,2,2,"Strongly disagree",0,"Disagree",5,"Subnational Government","Strong",6,3,3,NA,1,"Sometimes",1,"Uncertain","Few per month",4,4,5,3,4,"negative informal sanction",1,"1",0,"4","Not by boat",0.976564042877258,-0.612178288310995,-0.603141680570095,-1.8720016926108,-1.18629996035972,0.862510451458583,-2.77529724932395,-0.863467648623278,-0.975093245845545,-0.836971463662,-3.29705757897435,-4.58831915599619,-0.659411515794871,-0.917663831199237
6834,"fa72e6cf-a495-47f3-99d3-e6601dee9dfb","HND","Islas de la Bahía","Guanaja",NA,"El Pelicano",602,16.448128,-85.891492,"Guanaja",216463,"Proposed",2,"Established by FF","Community Member","El Pelicano","Household head","M","Christian",NA,1,"ISLAS DE LA BAHIA",1,1,0,0,5,1,1,1,5,5,NA,NA,NA,NA,70,9,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines slightly",1,1,0,"Sufficient",4,3,4,3,4,NA,3,2,4,"Strongly agree",NA,"Strongly agree",10,"Subnational Government","Weak",2,5,3,2,1,"Never",0,"Confident not","Few per month",5,5,5,5,5,NA,NA,NA,NA,NA,"Own",0.976564042877258,1.81417467801027,0.688185238032578,0.0208472915768021,1.24813201548917,0.862510451458583,0.590005956520217,0.856123921978765,1.25304740683387,1.33807879441758,4.74790326598608,4.89976653120902,0.949580653197215,0.979953306241804
6836,"fa84eb85-c6cc-4304-8302-63eeb66db862","MOZ","Maputo","Matutuíne",NA,"Mabuluku",238,-26.239944,32.864944,"Machangulo",7106,"Proposed",2,"Proposed","Other","Mabuluku","Spouse","F","Christian",NA,1,"ngomene",1,1,-1,-1,4,1,1,1,4,4,60,12,NA,NA,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Declined a lot","Declines a lot",0,NA,0,"Insufficient",4,4,4,4,4,4,4,4,4,"Agree",0,"Agree",7,"Fisheries Management Body","Moderate",1,1,1,2,0,"Never",0,"Certain","Few per week",4,4,4,4,4,NA,NA,NA,NA,NA,"Not by boat",0.976564042877258,1.81417467801027,-0.603141680570095,-0.925577200516999,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,1.29293586736516,2.69817107582952,0.258587173473031,0.539634215165904
6837,"fa886608-869b-4154-989d-6a8746e025a6","PHL","Western Visayas","Antique",NA,"Barusbus",1845,11.769936,121.927716,"Antique_Libertad",13066,"Established by FF",0,NA,"Surveyor","Barusbus","Household head","M","Christian",NA,1,"antique",1,1,-1,1,5,0,1,0,5,5,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Stayed the same","Improves slightly",1,0,0,"Insufficient",5,NA,5,5,5,5,5,5,5,"Neither",0,"Agree",10,NA,"Severe",0,0,0,0,0,"Often",0,"Uncertain","Few",5,5,5,5,NA,NA,0,"1",0,"4","Own",0.976564042877258,1.81417467801027,-0.603141680570095,0.967271783670603,1.24813201548917,-1.144450321836,0.590005956520217,-0.863467648623278,1.25304740683387,1.33807879441758,4.4030008394772,1.17321418731239,0.880600167895441,0.234642837462479
6840,"fa9e851d-dee0-4f00-add7-ada10c340f99","BRA","Pará","Soure",NA,"Umarizal",2316,-0.723083,-48.509056,"RESEX Soure",27464,"Strengthened by FF",0,NA,"Surveyor","Umarizal","Household head","M","Católico",NA,0,NA,-1,-1,-1,2,5,0,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined a lot","Improves slightly",1,0,0,"Tight",5,5,5,5,5,5,4,5,5,"Agree",-1,NA,0,"National Government","Moderate",0,0,NA,10,0,"Often",1,"Confident not","Few per week",5,5,5,5,5,NA,NA,NA,NA,NA,"Collective",-1.0864622756227,-0.612178288310995,-0.603141680570095,1.9136962757644,1.24813201548917,-1.144450321836,0.590005956520217,0.856123921978765,1.25304740683387,1.33807879441758,0.860046046749779,2.89280575791444,0.172009209349956,0.578561151582888
6843,"faab5464-6b05-40b3-aac5-be4be83f26d5","PHL","Caraga","Surigao del Norte",NA,"Rizal",2283,10.034719,126.044681,"SDN_SantaMonica",56762,"Proposed",1,"Proposed","Surveyor","Rizal","Household head","M","Christian",NA,1,"CARAGA",1,-1,-1,0,5,1,0,0,5,5,NA,NA,NA,NA,30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,10,NA,NA,NA,1,NA,NA,"Declined a lot","Stays the same",1,0,0,"Tight",5,3,4,3,5,5,5,5,5,"Agree",0,"Agree",10,"National Government","Severe",2,2,1,1,1,"Sometimes",0,"Confident not","Few per week",5,5,5,5,5,"2. Negative informal sanction",1,"1",0,"5","Not by boat",0.976564042877258,-0.612178288310995,-0.603141680570095,0.0208472915768021,1.24813201548917,0.862510451458583,-1.09264564640186,-0.863467648623278,1.25304740683387,1.33807879441758,1.03022338106214,1.49752335768489,0.206044676212428,0.299504671536979
6845,"facf2890-bbd7-4127-8d98-a17a0988b6c2","BRA","Pará","São Caetano de Odivelas",NA,"Boa Vista",2260,-0.717169,-48.072072,"RESEX Marinha Mocapajuba",21029,"Strengthened by FF",0,NA,"Surveyor","Boa Vista","Household head","M","Católico",NA,0,NA,-1,-1,-1,1,4,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines slightly",1,0,0,"Tight",4,4,4,4,4,4,4,4,4,"Disagree",-1,"Agree",0,"Subnational Government","Strong",2,2,2,2,0,"Often",1,"High chance","Few",4,4,4,4,4,NA,NA,NA,NA,NA,"Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.967271783670603,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,-1.30359443326847,2.69817107582952,-0.260718886653693,0.539634215165904
6847,"faf1bddb-ce86-48fd-9825-c043e85f52b2","PHL","Caraga","Surigao del Norte",NA,"Talisay (Pob.)",2116,9.976769,126.035838,"SDN_SanBenito",37633,"Proposed",1,"Proposed","Surveyor","Talisay (Pob.)","Spouse","F","Christian",NA,1,"CARAGA",-1,0,1,1,4,1,0,0,3,4,NA,NA,NA,NA,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,"Declined a lot","Declines a lot",1,0,0,"Tight",4,3,5,4,5,4,3,3,5,"Agree",0,"Neither",10,"Fisheries Management Body","Severe",10,10,10,10,10,"Often",1,"Uncertain","Few",4,5,3,3,4,NA,0,"-1",0,"5","Own",-1.0864622756227,0.600998194849636,1.97951215663525,0.967271783670603,0.0309160275647251,0.862510451458583,-1.09264564640186,-0.863467648623278,-0.975093245845545,0.250553665377789,2.49223588709751,-1.81814242403432,0.498447177419502,-0.363628484806863
6848,"fafbb97b-40a8-4396-b6d0-c5ae1fcf96b8","PHL","Caraga","Surigao del Norte",NA,"Poblacion 1",1692,10.017423,126.066098,"SDN_Burgos",61051,"Proposed",1,"Proposed","Surveyor","Poblacion 1","Household head","M","Christian",NA,1,"Caraga",1,1,-1,1,3,1,1,0,4,2,NA,NA,NA,NA,35,6,NA,NA,35,7,35,2,45,7,NA,NA,NA,NA,20,12,NA,NA,NA,1,0,0,"Improved slightly","Improves slightly",1,1,0,"Tight",3,4,4,4,5,4,5,5,3,"Strongly agree",0,"Strongly agree",10,"Myself","Strong",2,2,0,2,3,"Sometimes",0,"Confident not","Few per week",3,2,2,NA,3,"Negative formal sanction",1,"1",0,"5","Not by boat",0.976564042877258,1.81417467801027,-0.603141680570095,0.967271783670603,-1.18629996035972,0.862510451458583,0.590005956520217,-0.863467648623278,0.138977080494165,-1.92449659270179,1.96856886362831,-1.1964707528521,0.393713772725663,-0.23929415057042
6849,"fafd3d07-eb2c-4162-b66a-dd54eced51a4","MOZ","Nampula","Memba",NA,"Memba",239,-14.190111,40.534306,"Memba",12247,"Proposed",4,"Proposed","Other","Memba","Household head","M","Muslim",NA,1,"Nantaca",1,1,-1,0,5,0,1,1,4,4,40,11,NA,NA,75,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Improved slightly","Improves slightly",1,0,0,"Sufficient",4,5,4,4,4,4,4,5,5,"Agree",0,"Agree",5,"Fisheries Management Body","Strong",2,0,0,10,10,"Sometimes",0,"Uncertain","Few per week",4,3,4,3,3,NA,NA,NA,NA,NA,"Employee",0.976564042877258,1.81417467801027,-0.603141680570095,0.0208472915768021,1.24813201548917,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,3.4565763473834,0.691210302534939,0.691315269476681,0.138242060506988
6850,"fb0e032f-f223-430a-bd84-7cdea16b696e","PHL","Caraga","Surigao del Norte",NA,"Daku",1777,9.740543,126.163809,"SDN_GL",4825,"Proposed",3,"Proposed","Surveyor","Daku","Spouse","F","Christian",NA,1,"Caraga",-1,-1,-1,0,4,0,1,1,4,3,NA,NA,NA,NA,100,8,NA,NA,100,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Stayed the same","Stays the same",0,1,1,"Tight",3,4,3,3,4,4,4,4,3,"Agree",0,"Agree",NA,"Subnational Government","Strong",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",4,5,5,4,4,NA,0,"1",0,"5","Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,-0.836971463662,-2.25001892536227,-0.396314826504849,-0.450003785072454,-0.0792629653009699
6852,"fb25f487-017b-4aa8-928d-f0d7d877e311","BRA","Pará","Curuçá",NA,"Beira Mar",2253,-0.740128,-47.933664,"RESEX Mãe Grande de Curuça",37062,"Strengthened by FF",0,NA,"Surveyor","Beira Mar","Household head","M","Outra","sem religiao",0,NA,-1,-1,-1,-1,4,1,0,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Declines slightly",1,0,0,"Insufficient",4,2,4,2,3,4,3,4,4,"Neither",1,"Neither",0,"No enforcement system","Weak",1,9,0,0,0,"Sometimes",1,"Uncertain","Few per week",4,4,4,4,4,NA,NA,NA,NA,NA,"Collective",-1.0864622756227,-0.612178288310995,-0.603141680570095,-0.925577200516999,0.0309160275647251,0.862510451458583,-1.09264564640186,0.856123921978765,-2.08916357218526,0.250553665377789,-3.19644341745607,-1.21262117977198,-0.639288683491214,-0.242524235954396
6854,"fb3a7bfb-5a86-47d2-be1c-2e4b67d810ec","PHL","Western Visayas","Antique",NA,"Bacalan",2167,11.547293,122.088387,"Antique_Sebaste",6002,"Proposed",0,"Proposed","Surveyor","Bacalan","Household head","M","Christian",NA,1,"Antique",1,-1,-1,1,4,0,0,0,5,5,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Improved slightly","Declines a lot",0,0,1,"Tight",5,3,4,3,5,4,5,4,5,"Agree",0,"Agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Often",0,"Confident not","More than few per week",5,5,5,5,5,NA,0,"0",0,"4","Own",0.976564042877258,-0.612178288310995,-0.603141680570095,0.967271783670603,0.0309160275647251,-1.144450321836,-1.09264564640186,-0.863467648623278,1.25304740683387,1.33807879441758,0.759431885231496,-0.509437415609687,0.151886377046299,-0.101887483121937
6855,"fb471a09-d0c1-45ea-b5dc-7d71bfa6a897","HND","Colón","Trujillo",NA,"Barranco Blanco",2978,NA,NA,NA,NA,NA,NA,NA,"Community Member","Barranco Blanco","Household head","M","Christian",NA,1,"barranco",-1,1,-1,2,5,1,-1,1,5,5,45,12,NA,NA,55,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined a lot",NA,0,0,0,"Insufficient",5,3,1,1,1,3,1,4,4,"Neither",0,NA,1,"Myself","Strong",NA,2,2,NA,2,"Sometimes",0,"Uncertain","Few per week",5,5,5,5,5,NA,0,"0",0,NA,"Collective",-1.0864622756227,1.81417467801027,-0.603141680570095,1.9136962757644,1.24813201548917,0.862510451458583,-2.77529724932395,0.856123921978765,1.25304740683387,1.33807879441758,3.28639901307104,1.53446332536485,0.657279802614208,0.306892665072971
6856,"fb49ec1c-b89d-43c7-bc91-78c5a0ec1022","PHL","Western Visayas","Antique",NA,"Pucio",1856,11.761198,121.855184,"Antique_Libertad",13066,"Established by FF",0,NA,"Surveyor","Pucio","Household head","M","Christian",NA,1,"Antique",1,-1,1,1,4,1,1,1,4,4,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Declined slightly","Stays the same",1,1,0,"Tight",4,3,4,3,4,5,4,3,4,"Agree",0,"Agree",10,"Subnational Government","Strong",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",4,4,4,4,4,"Negative formal sanction",1,"1",0,"4","Own",0.976564042877258,-0.612178288310995,1.97951215663525,0.967271783670603,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,3.34208572243684,2.69817107582952,0.668417144487369,0.539634215165904
6857,"fb4de4cd-c9b7-46e7-9201-a790de2d3eda","HND","Colón","Trujillo",NA,"Rio Negro",2781,15.917353,-85.935172,"Trujillo",97765,"Proposed",2,"Proposed","Community Member","Rio Negro","Household head","M","Christian",NA,1,"Coloneño",-1,1,-1,1,4,1,1,-1,3,4,NA,NA,NA,NA,100,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined a lot","Declines a lot",1,1,0,"Sufficient",4,4,4,3,5,1,5,2,3,"Agree",1,"Disagree",10,"No enforcement system","No punishment",2,3,6,NA,3,"Never",0,"Confident not","More than few per week",4,3,2,5,5,NA,0,"0",0,"4","Own",-1.0864622756227,1.81417467801027,-0.603141680570095,0.967271783670603,0.0309160275647251,0.862510451458583,0.590005956520217,-2.58305921922532,-0.975093245845545,0.250553665377789,1.1227585330528,-1.85508239171428,0.224551706610559,-0.371016478342855
6860,"fb6ebd56-97cf-402e-b3e1-3f387f31f044","PHL","Western Visayas","Antique",NA,"San Roque",1857,11.779603,122.000429,"Antique_Libertad",13066,"Established by FF",0,NA,"Surveyor","San Roque","Spouse","F","Christian",NA,1,"caraga",1,-1,-1,0,4,0,0,0,4,3,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines slightly",1,0,0,"Tight",3,2,3,2,4,4,4,3,4,"Neither",0,"Neither",10,"Subnational Government","Strong",0,0,0,0,0,"Sometimes",1,"Confident not","More than few per week",4,3,4,3,3,"Negative formal sanction",1,"1",0,"4","Collective",0.976564042877258,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,-1.144450321836,-1.09264564640186,-0.863467648623278,0.138977080494165,-0.836971463662,-0.186992606862305,-3.79855800002897,-0.037398521372461,-0.759711600005795
6861,"fb88d629-cd21-4436-9e5e-5bfe0ca1fa5a","PHL","Caraga","Surigao del Norte",NA,"Maasin",2087,9.842479,126.055432,"SDN_Pilar",8849,"Proposed",1,"Proposed","Surveyor","Maasin","Spouse","F","Christian",NA,0,NA,-1,-1,-1,0,4,0,1,1,4,3,50,2,NA,NA,50,5,NA,NA,50,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Stayed the same","Stays the same",0,1,0,"Tight",3,3,3,3,3,5,4,4,3,"Agree",0,"Agree",10,"Subnational Government","Strong",0,0,0,0,0,"Sometimes",1,"Uncertain","More than few per week",4,4,5,4,4,NA,0,"1",0,"5","Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,-0.836971463662,-2.25001892536227,-0.396314826504849,-0.450003785072454,-0.0792629653009699
6863,"fb92b969-e76b-4dde-856b-6a33b758ddff","BRA","Pará","São Caetano de Odivelas",NA,"Ponta Bom jesus",2262,-0.735489,-48.105686,"RESEX Marinha Mocapajuba",21029,"Strengthened by FF",0,NA,"Surveyor","Ponta Bom jesus","Household head","M","Evangélico",NA,0,NA,-1,-1,-1,0,4,1,1,-1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Stays the same",1,0,1,"Tight",4,4,4,4,4,4,4,4,4,"Agree",-1,"Agree",0,"Subnational Government","Strong",4,4,4,4,0,"Often",1,"Uncertain","Few per month",4,4,4,4,4,NA,NA,NA,NA,NA,"Not by boat",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,0.862510451458583,0.590005956520217,-2.58305921922532,0.138977080494165,0.250553665377789,-2.25001892536227,-0.741012065374567,-0.450003785072454,-0.148202413074913
