"","ma_name","gov_law","gov_practice","country","x6_gender","x19_current_fish_catch","x49_enforcement_responsible","x54_food_availability","cluster_no"
"3709","Guanaja","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Rather bad","Supportive"
"3710","Trujillo","More top-down","More top-down","HND","F","Stayed the same","Subnational Government","Rather bad","Resistant"
"3711","RESEX Soure","More top-down","True co-management","BRA","F","Declined slightly","Other","OK","Supportive"
"3712","Sebaste","True co-management","More top-down","PHL","M","Improved heavily","National Government","OK","Committed"
"3713","San Benito","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","OK","Committed"
"3714","Serissa","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"3715","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Resistant"
"3716","Machangulo","True co-management","True co-management","MOZ","M","Declined a lot","National Government","Rather bad","Supportive"
"3717","Fequete","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Rather bad","Supportive"
"3718","Santa Fe","More top-down","More bottom-up","HND","M","Improved heavily","No enforcement system","OK","Supportive"
"3719","Tsondzo","True co-management","More bottom-up","MOZ","M","Improved slightly","Fisheries Management Body","Good","Supportive"
"3720","Fequete","True co-management","More bottom-up","MOZ","F","Stayed the same","Fisheries Management Body","Rather bad","Supportive"
"3721","San Isidro","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","Rather bad","Ambivalent"
"3722","Teluk Kolono","More top-down","More top-down","IDN","M","Declined slightly","Fisheries Management Body","Rather bad","Resistant"
"3723","Trujillo","More top-down","More top-down","HND","F","Declined slightly","Myself","Rather bad","Resistant"
"3724","Dapa","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"3725","Simuco","True co-management","More bottom-up","MOZ","F","Declined a lot","Fisheries Management Body","Very bad","Supportive"
"3726","Pomene","True co-management","More bottom-up","MOZ","M","Declined slightly","Other","Rather bad","Committed"
"3727","Sebaste","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","OK","Ambivalent"
"3728","Socorro","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Supportive"
"3729","Santa Fe","More top-down","More bottom-up","HND","M","Stayed the same","Myself","OK","Supportive"
"3730","Del Carmen","True co-management","More top-down","PHL","M","Declined a lot","National Government","OK","Supportive"
"3731","Del Carmen","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Committed"
"3732","Culasi","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Resistant"
"3733","Memba","True co-management","More bottom-up","MOZ","M","Declined slightly","Other","Good","Supportive"
"3734","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Stayed the same","Subnational Government","Rather bad","Supportive"
"3735","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Rather bad","Resistant"
"3736","Fequete","True co-management","More bottom-up","MOZ","F","Improved slightly","Fisheries Management Body","Good","Resistant"
"3737","Del Carmen","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Committed"
"3738","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Stayed the same","Subnational Government","Rather bad","Supportive"
"3739","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","OK","Resistant"
"3740","Libertad","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3741","Memba","True co-management","More bottom-up","MOZ","M","Improved slightly","Fisheries Management Body","Good","Supportive"
"3742","Sebaste","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Ambivalent"
"3743","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3744","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3745","Santa Monica","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"3746","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Stayed the same","Fisheries Management Body","OK","Committed"
"3747","Culasi","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","Rather bad","Ambivalent"
"3748","RESEX Soure","More top-down","True co-management","BRA","F","Declined slightly","National Government","Good","Ambivalent"
"3749","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","F","Declined a lot","National Government","OK","Supportive"
"3750","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","M","Declined slightly","National Government","Rather bad","Supportive"
"3751","Dapa","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"3752","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"3753","Del Carmen","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3754","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined slightly","National Government","Rather bad","Resistant"
"3755","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","OK","Supportive"
"3756","RESEX São João da Ponta","More top-down","True co-management","BRA","F","Stayed the same","National Government","OK","Ambivalent"
"3757","Mucocuene","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"3758","RESEX São João da Ponta","More top-down","True co-management","BRA","F","Declined slightly","National Government","OK","Resistant"
"3759","San Isidro","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"3760","Petane","True co-management","More bottom-up","MOZ","F","Declined slightly","Fisheries Management Body","OK","Committed"
"3761","San Isidro","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"3762","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Committed"
"3763","Guanaja","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Rather bad","Supportive"
"3764","San Benito","True co-management","More top-down","PHL","F","Declined a lot","Fisheries Management Body","OK","Resistant"
"3765","Sebaste","True co-management","More top-down","PHL","F","Declined slightly","Myself","OK","Supportive"
"3766","Pandan","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","Good","Supportive"
"3767","General Luna","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"3768","Del Carmen","True co-management","More top-down","PHL","F","Improved slightly","Myself","Good","Ambivalent"
"3769","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","M","Declined slightly","No enforcement system","OK","Ambivalent"
"3770","Pandan","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","Good","Supportive"
"3771","Del Carmen","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3772","Fequete","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Rather bad","Resistant"
"3773","San Benito","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Committed"
"3774","Burgos","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Resistant"
"3775","Sebaste","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Supportive"
"3776","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined a lot","Subnational Government","OK","Resistant"
"3777","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Fisheries Management Body","Very good","Supportive"
"3778","Sebaste","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","OK","Resistant"
"3779","San Isidro","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"3780","Culasi","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Good","Ambivalent"
"3781","Mucocuene","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"3782","Burgos","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"3783","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"3784","Burgos","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Rather bad","Resistant"
"3785","Santa Fe","More top-down","More bottom-up","HND","M","Stayed the same","Subnational Government","Rather bad","Resistant"
"3786","Libertad","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Committed"
"3787","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"3788","Simuco","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Very bad","Supportive"
"3789","Sebaste","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","OK","Ambivalent"
"3790","Serissa","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Rather bad","Supportive"
"3791","Santa Monica","True co-management","More top-down","PHL","F","Declined slightly","Myself","Good","Supportive"
"3792","Santa Monica","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Good","Committed"
"3793","Teluk Kolono","More top-down","More top-down","IDN","F","Improved slightly","Subnational Government","OK","Resistant"
"3794","Fequete","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Rather bad","Supportive"
"3795","RESEX São João da Ponta","More top-down","True co-management","BRA","F","Stayed the same","Subnational Government","Rather bad","Supportive"
"3796","Dapa","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Ambivalent"
"3797","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Declined slightly","Subnational Government","Rather bad","Supportive"
"3798","RESEX Soure","More top-down","True co-management","BRA","F","Declined a lot","No enforcement system","Rather bad","Supportive"
"3799","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Stayed the same","Subnational Government","Rather bad","Supportive"
"3800","Burgos","True co-management","More top-down","PHL","F","Declined a lot","Fisheries Management Body","OK","Committed"
"3801","RESEX São João da Ponta","More top-down","True co-management","BRA","F","Declined a lot","No enforcement system","Rather bad","Resistant"
"3802","Burgos","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","Good","Committed"
"3803","Santa Fe","More top-down","More bottom-up","HND","M","Declined a lot","No enforcement system","OK","Supportive"
"3804","Pomene","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Good","Committed"
"3805","Libertad","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","OK","Supportive"
"3806","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","M","Declined slightly","National Government","Rather bad","Supportive"
"3807","Sebaste","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","OK","Supportive"
"3808","Farol","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Very bad","Ambivalent"
"3809","San Isidro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3810","Culasi","True co-management","More top-down","PHL","M","Declined slightly","National Government","Good","Ambivalent"
"3811","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Committed"
"3812","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"3813","Del Carmen","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","OK","Committed"
"3814","San Isidro","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Committed"
"3815","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Improved slightly","Fisheries Management Body","OK","Resistant"
"3816","RESEX Soure","More top-down","True co-management","BRA","F","Declined slightly","National Government","Good","Ambivalent"
"3817","Mucocuene","True co-management","More bottom-up","MOZ","F","Declined slightly","Fisheries Management Body","Rather bad","Ambivalent"
"3818","Sebaste","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3819","San Isidro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3820","San Benito","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Committed"
"3821","Ngiwal","More top-down","More top-down","PLW","M","Declined slightly","Subnational Government","Good","Supportive"
"3822","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined slightly","National Government","OK","Supportive"
"3823","Serissa","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Committed"
"3824","Culasi","True co-management","More top-down","PHL","M","Declined a lot","National Government","OK","Ambivalent"
"3825","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"3826","Puerto Cortes","More top-down","True co-management","HND","M","Declined a lot","Myself","Rather bad","Committed"
"3827","Dapa","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3828","San Benito","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"3829","RESEX Soure","More top-down","True co-management","BRA","F","Declined slightly","No enforcement system","Good","Resistant"
"3830","Nhagondzo","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Resistant"
"3831","Pomene","True co-management","More bottom-up","MOZ","F","Declined slightly","Fisheries Management Body","Good","Committed"
"3832","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","F","Stayed the same","No enforcement system","OK","Resistant"
"3833","Tsondzo","True co-management","More bottom-up","MOZ","F","Declined slightly","National Government","Rather bad","Committed"
"3834","Del Carmen","True co-management","More top-down","PHL","M","Stayed the same","National Government","OK","Ambivalent"
"3835","Del Carmen","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","OK","Committed"
"3836","Memba","True co-management","More bottom-up","MOZ","M","Stayed the same","Fisheries Management Body","Good","Committed"
"3837","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"3838","Santa Fe","More top-down","More bottom-up","HND","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"3839","General Luna","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","OK","Ambivalent"
"3840","Santa Monica","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Rather bad","Ambivalent"
"3841","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","OK","Supportive"
"3842","Zavora","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","OK","Committed"
"3843","Serissa","True co-management","More bottom-up","MOZ","F","Declined a lot","Fisheries Management Body","Rather bad","Supportive"
"3844","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Myself","OK","Supportive"
"3845","San Benito","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Rather bad","Ambivalent"
"3846","Socorro","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Supportive"
"3847","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","F","Declined a lot","National Government","OK","Resistant"
"3848","Burgos","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Rather bad","Resistant"
"3849","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined a lot","National Government","OK","Resistant"
"3850","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined slightly","No enforcement system","OK","Ambivalent"
"3851","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","No enforcement system","OK","Resistant"
"3852","Culasi","True co-management","More top-down","PHL","F","Declined a lot","National Government","OK","Supportive"
"3853","Pomene","True co-management","More bottom-up","MOZ","F","Declined slightly","National Government","Rather bad","Resistant"
"3854","Santa Fe","More top-down","More bottom-up","HND","F","Declined slightly","Subnational Government","OK","Supportive"
"3855","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","Good","Resistant"
"3856","RESEX Soure","More top-down","True co-management","BRA","M","Declined slightly","No enforcement system","Good","Committed"
"3857","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Stayed the same","National Government","OK","Resistant"
"3858","Kitti","More top-down","More top-down","FSM","F","Stayed the same","Subnational Government","OK","Ambivalent"
"3859","Culasi","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"3860","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","OK","Supportive"
"3861","Zavora","True co-management","More bottom-up","MOZ","F","Declined slightly","Fisheries Management Body","OK","Committed"
"3862","RESEX Soure","More top-down","True co-management","BRA","M","Declined a lot","National Government","OK","Supportive"
"3863","Culasi","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Committed"
"3864","Pilar","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","Rather bad","Ambivalent"
"3865","Pilar","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","Rather bad","Ambivalent"
"3866","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Declined a lot","No enforcement system","OK","Resistant"
"3867","Fequete","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Good","Committed"
"3868","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","M","Declined a lot","No enforcement system","Rather bad","Resistant"
"3869","Del Carmen","True co-management","More top-down","PHL","M","Declined a lot","National Government","OK","Supportive"
"3870","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined slightly","Subnational Government","Rather bad","Supportive"
"3871","Sebaste","True co-management","More top-down","PHL","F","Declined a lot","Fisheries Management Body","OK","Ambivalent"
"3872","Puerto Cortes","More top-down","True co-management","HND","M","Declined a lot","Fisheries Management Body","Rather bad","Resistant"
"3873","Socorro","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Supportive"
"3874","General Luna","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Committed"
"3875","Culasi","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3876","Pomene","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Committed"
"3877","Fequete","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Rather bad","Supportive"
"3878","Del Carmen","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3879","General Luna","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"3880","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Stayed the same","Subnational Government","Rather bad","Supportive"
"3881","Burgos","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"3882","Del Carmen","True co-management","More top-down","PHL","F","Improved slightly","National Government","OK","Supportive"
"3883","San Benito","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","Good","Supportive"
"3884","San Benito","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Resistant"
"3885","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined slightly","National Government","OK","Resistant"
"3886","Socorro","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"3887","Nhagondzo","True co-management","More bottom-up","MOZ","F","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"3888","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined slightly","National Government","OK","Ambivalent"
"3889","Pilar","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","Good","Ambivalent"
"3890","Pilar","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","Good","Ambivalent"
"3891","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Very good","Supportive"
"3892","San Benito","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","OK","Supportive"
"3893","Socorro","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"3894","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Supportive"
"3895","Libertad","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"3896","Serissa","True co-management","More bottom-up","MOZ","F","Declined a lot","Fisheries Management Body","Rather bad","Supportive"
"3897","Dapa","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Committed"
"3898","Culasi","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Rather bad","Resistant"
"3899","Fequete","True co-management","More bottom-up","MOZ","F","Declined slightly","National Government","Rather bad","Committed"
"3900","Trujillo","More top-down","More top-down","HND","F","Stayed the same","No enforcement system","Rather bad","Resistant"
"3901","San Benito","True co-management","More top-down","PHL","F","Declined slightly","National Government","Rather bad","Committed"
"3902","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Good","Resistant"
"3903","Libertad","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3904","RESEX Soure","More top-down","True co-management","BRA","M","Declined slightly","National Government","Rather bad","Supportive"
"3905","Sebaste","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","Good","Supportive"
"3906","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3907","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3908","Burgos","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","Very good","Supportive"
"3909","San Isidro","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Supportive"
"3910","Sebaste","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Supportive"
"3911","Sebaste","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","OK","Supportive"
"3912","San Benito","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"3913","RESEX São João da Ponta","More top-down","True co-management","BRA","F","Declined a lot","No enforcement system","OK","Resistant"
"3914","Burgos","True co-management","More top-down","PHL","M","Declined slightly","National Government","OK","Ambivalent"
"3915","Zavora","True co-management","More bottom-up","MOZ","M","Improved slightly","National Government","Good","Committed"
"3916","Tsondzo","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"3917","RESEX Soure","More top-down","True co-management","BRA","F","Declined a lot","National Government","Good","Supportive"
"3918","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"3919","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"3920","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Rather bad","Ambivalent"
"3921","Libertad","True co-management","More top-down","PHL","M","Stayed the same","National Government","Rather bad","Committed"
"3922","Memba","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Good","Resistant"
"3923","Pomene","True co-management","More bottom-up","MOZ","M","Declined slightly","Subnational Government","Rather bad","Ambivalent"
"3924","Dapa","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Ambivalent"
"3925","General Luna","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"3926","Culasi","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Committed"
"3927","Libertad","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","OK","Ambivalent"
"3928","Libertad","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"3929","Pilar","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"3930","Pilar","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"3931","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Declined a lot","National Government","Rather bad","Resistant"
"3932","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","No enforcement system","OK","Resistant"
"3933","Pandan","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","Good","Committed"
"3934","Trujillo","More top-down","More top-down","HND","M","Declined a lot","Subnational Government","Very bad","Resistant"
"3935","Culasi","True co-management","More top-down","PHL","M","Improved slightly","National Government","Good","Committed"
"3936","Socorro","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"3937","Dapa","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"3938","Libertad","True co-management","More top-down","PHL","M","Declined a lot","No enforcement system","OK","Supportive"
"3939","RESEX Maracanã","True co-management","More top-down","BRA","M","Declined slightly","No enforcement system","Good","Resistant"
"3940","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined a lot","National Government","OK","Ambivalent"
"3941","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","M","Stayed the same","National Government","OK","Ambivalent"
"3942","General Luna","True co-management","More top-down","PHL","F","Improved slightly","Fisheries Management Body","OK","Supportive"
"3943","Dapa","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","Good","Supportive"
"3944","Pomene","True co-management","More bottom-up","MOZ","M","Stayed the same","Fisheries Management Body","Good","Committed"
"3945","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","F","Stayed the same","Other","OK","Resistant"
"3946","San Isidro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","Good","Ambivalent"
"3947","Teluk Kolono","More top-down","More top-down","IDN","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"3948","Socorro","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"3949","Libertad","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","Good","Ambivalent"
"3950","Libertad","True co-management","More top-down","PHL","F","Improved slightly","Subnational Government","Good","Supportive"
"3951","Sebaste","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Supportive"
"3952","RESEX Soure","More top-down","True co-management","BRA","F","Stayed the same","Other","Good","Supportive"
"3953","Del Carmen","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Good","Supportive"
"3954","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Stayed the same","National Government","OK","Supportive"
"3955","Santa Fe","More top-down","More bottom-up","HND","M","Declined a lot","Subnational Government","Good","Committed"
"3956","Pilar","True co-management","More top-down","PHL","F","Declined slightly","National Government","OK","Ambivalent"
"3957","Pilar","True co-management","More top-down","PHL","F","Declined slightly","National Government","OK","Ambivalent"
"3958","Libertad","True co-management","More top-down","PHL","M","Improved slightly","National Government","OK","Ambivalent"
"3959","Memba","True co-management","More bottom-up","MOZ","M","Stayed the same","Fisheries Management Body","Good","Committed"
"3960","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined a lot","National Government","OK","Resistant"
"3961","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Stayed the same","Subnational Government","Rather bad","Supportive"
"3962","Del Carmen","True co-management","More top-down","PHL","M","Stayed the same","Myself","OK","Ambivalent"
"3963","Simuco","True co-management","More bottom-up","MOZ","M","Declined a lot","Other","Rather bad","Resistant"
"3964","Burgos","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Supportive"
"3965","Sebaste","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","Rather bad","Ambivalent"
"3966","Libertad","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","Good","Committed"
"3967","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined a lot","National Government","Good","Ambivalent"
"3968","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","OK","Resistant"
"3969","San Isidro","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"3970","Dapa","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Supportive"
"3971","RESEX São João da Ponta","More top-down","True co-management","BRA","F","Stayed the same","National Government","Good","Supportive"
"3972","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"3973","General Luna","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
