"","x1","submissionid","country","level1_name","level2_name","level4_name","level4_id","lat","lon","ma_name","ma_area","ma_status","username","x1_interviewer","x2_affiliation","x3_community","x4_ma_r_mb","x5_hh_status","x6_gender","x8_religion","x8_religion_other","x9_region_member","x9_region_name","x44_meeting_attendance","x45_leadership_position","x48_enforcement_participation","x53_encourage_regulations","x61g_fishing_change_behavior","x43_ma_benefits","x46_represent_interests","x52_ma_benefit_5yrs","x61a_current_regulations","x61f_rights_distribution_fair","x30_trust_local_decision","x67_reserve_boundry","x11a_income_farming","x11a_months_farming","x11b_income_harvesting","x11b_months_harvesting","x11c_income_fishing_artisanal","x11c_months_fishing_artisanal","x11d_income_fishing_industrial","x11d_months_fishing_industrial","x11e_income_buying_trading","x11e_months_buying_trading","x11f_income_processing","x11f_months_processing","x11g_income_aquaculture","x11g_months_aquaculture","x11h_income_extraction","x11h_months_extraction","x11i_income_tourism","x11i_months_tourism","x11j_income_other_wage","x11j_months_other_wage","x11k_income_other","x11k_months_other","x11k_other_source","x12a_fishing_men","x12b_fishing_women","x12c_fishing_children","x19_current_fish_catch","x22_catch_5yrs","x17_fishing_low_profit","x18_fishing_high_profit","x23_job_secure","x26_fishing_income_save","x28_buyer_loans","x29_family_income","x30_trust_community","x30_trust_community_neighbors","x30_trust_fishers_community","x30_trust_fishers_other","x30_trust_ngo","x30_trust_regional_decision","x30_trust_religious_leaders","x30_trust_village_alert","x31_my_community_ability","x38_reserve_fishing_allowed","x39_ma_boundaries_aware","x40_reserve_boundaries_aware","x49_enforcement_responsible","x50_ma_punishment","x51a_fishers_gear_not_permitted","x51b_fishers_reserves","x51c_fishers_ma_area","x51d_fishers_violate_fish_size","x51e_fishers_caught","x55_worry_food","x56_reduce_meal_size_adult","x59_food_procurement","x60_hh_fish_consumption","x61b_catch_recording","x61c_community_participation","x61d_strong_enforcement","x61h_individual_behavior","x61i_help_neighbors","x66_reaction_fishing_reserve","x66_response_fishing_reserve","x62_reserve_compliance","x63_fishing_in_reserve","x64_wrong_fishing_reserve","x21_boat_owner_status","x32_fishery_benefit_equal","x70_hh_average_income","x7_gender","x7_age","x7_relationship","x7_education","household_size","x44_scaled","x45_scaled","x48_scaled","x53_scaled","x61g_scaled","x43_scaled","x46_scaled","x52_scaled","x61a_scaled","x61f_scaled","x30a_scaled","eng_sum","agree_sum","eng_mean","agree_mean","raw_agree_mean","raw_eng_mean","cluster_no"
"3052",4794,"aeacf9cd-4766-499e-b713-e7f5e98d3b9f","PHL","Antique","Sebaste","Abiera",2164,11.57212,122.1128,"Sebaste",19080,"Proposed","ramolo@rare.org","Christian Jay","Surveyor","Abiera",NA,"Spouse","F","Christian",NA,1,"Antique",1,-1,-1,1,4,1,1,1,5,4,4,1,NA,NA,NA,NA,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Stayed the same","Stays the same","Once or never","More than 1-2 times per week",1,1,0,"Tight",3,4,4,3,4,4,3,4,"Agree",0,"Agree",10,"Subnational Government","Strong",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",4,4,5,4,3,"Negative formal sanction",1,"1",0,"4","Own",0,200,"M",58,"Household head","Primary school",2,0.9786667,-0.6119182,-0.6022783,0.9687517,0.03147765,0.8609746,0.5918139,0.8573317,1.255258,0.2511881,0.2248433,0.7646996,4.04141,0.1529399,0.6735683,2.666667,0.8,"4"
"3053",4795,"aeb431a2-d463-4fe8-a28c-26799e60eb6f","PHL","Antique","Pandan","Patria",2049,11.75416,122.0173,"Pandan",13100,"Proposed","ramolo@rare.org","Jason Rivera","Surveyor","Patria",NA,"Household head","M","Christian",NA,1,"antique",1,-1,-1,0,5,1,1,1,5,5,4,1,60,12,NA,NA,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined a lot","Declines a lot","A few times per month","More than 1-2 times per week",0,0,0,"Tight",5,5,5,5,5,5,5,5,"Agree",0,"Strongly agree",10,"Subnational Government","Moderate",0,0,0,0,0,"Sometimes",1,"High chance","Few per week",4,5,5,5,5,NA,0,"1",0,"5","Own",1,4000,"M",19,"Grandchild","Secondary school",4,0.9786667,-0.6119182,-0.6022783,0.02274165,1.2498,0.8609746,0.5918139,0.8573317,1.255258,1.340894,0.2248433,1.037012,5.131116,0.2074023,0.8551859,2.833333,0.8,"4"
"3054",4796,"aeb73f65-2d87-4eb1-bcd8-53374f5766c9","BRA","Pará","Curuçá","Lauro Sodré",3930,-0.846719,-47.88355,"RESEX Mãe Grande de Curuça",37062,"Established","brazil1@rare.org","Luana Mescouto","Surveyor","Lauro Sodré",NA,"Household head","M","Católico",NA,0,NA,-1,-1,-1,1,4,0,-1,0,2,4,2,NA,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Declined a lot","Declines a lot","3-4 per week","3-4 per week",0,0,0,"Insufficient",2,4,4,4,3,2,4,4,"Agree",0,"Disagree",0,"National Government","Weak",6,10,10,10,0,"Never",0,"Confident not","Few per week",4,2,4,4,4,NA,NA,NA,NA,NA,"Not by boat",0,1100,"M",64,"Household head","Primary school",4,-1.084343,-0.6119182,-0.6022783,0.9687517,0.03147765,-1.148568,-2.774529,-0.8623544,-2.089675,0.2511881,-1.89995,-1.29831,-8.523888,-0.2596621,-1.420648,1.166667,0.4,"2"
"3055",4798,"aeb90ba5-8525-4b8d-9382-0fcf5f875287","PHL","Antique","Culasi","Centro Poblacion",1726,11.42827,122.061,"Culasi",151100,"Established","ramolo@rare.org","Reylan Patricio","Surveyor","Centro Poblacion",NA,"Household head","M","Christian",NA,1,"Antique",1,-1,0,2,4,1,1,1,4,3,4,1,NA,NA,NA,NA,60,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,4,"Construction",1,NA,NA,"Declined slightly","Declines slightly","1-2 per week","More than 1-2 times per week",1,0,0,"Tight",3,2,4,2,NA,4,4,3,"Neither",0,"Neither",10,"There is no enforcement system","Weak",0,0,0,0,0,"Often",0,"Confident not","Few per week",3,4,4,4,4,"2. Negative informal sanction",1,"1",0,"4","Rent",0,5000,"M",65,"Household head","Secondary school",5,0.9786667,-0.6119182,0.6902678,1.914762,0.03147765,0.8609746,0.5918139,0.8573317,0.1402803,-0.8385179,0.2248433,3.003256,1.836726,0.6006512,0.306121,2.333333,1.2,"3"
"3056",4799,"aeba0307-52d7-47a0-b5e5-5629966e8318","PHL","Antique","Culasi","Centro Poblacion",1726,11.42827,122.061,"Culasi",151100,"Established","ramolo@rare.org","Patricia Andaya","Surveyor","Centro Poblacion",NA,"Household head","M","Christian",NA,1,"Antique",-1,-1,-1,0,2,0,1,1,4,4,4,1,NA,NA,NA,NA,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,12,20,12,"barber",2,NA,NA,"Declined a lot","Declines slightly","More than 1-2 times per week","A few times",0,1,0,"Insufficient",4,2,4,3,4,4,5,2,"Strongly agree",0,"Agree",10,"National Government","No punishment",0,10,0,0,0,"Sometimes",1,"Confident not","More than few per week",4,4,4,2,4,NA,0,"-1",0,"4","Own",0,12000,"F",63,"Spouse","Secondary school",4,-1.084343,-0.6119182,-0.6022783,0.02274165,-2.405166,-1.148568,0.5918139,0.8573317,0.1402803,0.2511881,0.2248433,-4.680965,0.9168892,-0.9361929,0.1528149,2.333333,-0.2,"1"
"3057",4801,"aec1489a-982e-4b8c-a62a-8eb03d41012e","PHL","Antique","Culasi","Jalandoni",1728,11.41732,122.0574,"Culasi",151100,"Established","ramolo@rare.org","Patricia Andaya","Surveyor","Jalandoni",NA,"Spouse","F","Other","baptist",1,"Antique",1,1,1,0,4,1,1,1,2,4,5,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines slightly","A few times per month","A few times per month",0,0,0,"Sufficient",4,2,4,2,4,5,4,4,"Agree",0,"Agree",10,"National Government","Strong",0,0,0,0,0,"Often",0,"Confident not","Few per week",4,4,4,4,4,"2. Negative informal sanction",1,"1",0,"5","Own",0,5000,"F",7,"Child","Primary school",4,0.9786667,1.815576,1.982814,0.02274165,0.03147765,0.8609746,0.5918139,0.8573317,-2.089675,0.2511881,1.28724,4.831276,1.758873,0.9662551,0.2931455,2.333333,1.4,"3"
"3058",4805,"aedf3b4c-1285-4800-89aa-ca543c576e27","BRA","Pará","Viseu","Fernandes Belo",4076,-1.087231,-46.34148,"RESEX Gurupi-Piriá",74081,"Established","brazil1@rare.org","Eliane Barrozo","Surveyor","Fernandes Belo",NA,"Household head","M","Católico",NA,0,NA,1,-1,-1,-1,5,0,1,0,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Declined slightly","Improves slightly","1-2 per week","3-4 per week",0,0,1,"Tight",5,5,5,5,NA,4,4,3,"Agree",-1,"Agree",0,"National Government","Strong",0,0,0,1,0,"Never",0,"Confident not","More than few per week",5,5,5,5,5,NA,NA,NA,NA,NA,"Own",1,1031,"F",14,"Child","Primary school",8,0.9786667,-0.6119182,-0.6022783,-0.9232684,1.2498,-1.148568,0.5918139,-0.8623544,1.255258,1.340894,0.2248433,0.09100148,1.401887,0.0182003,0.2336478,2.5,0.6,"1"
"3059",4807,"aeefde85-a7e0-45c5-82ef-d41eb8d469f2","PHL","Antique","Culasi","Centro Poblacion",1726,11.42827,122.061,"Culasi",151100,"Established","ramolo@rare.org","Evelyn nervar","Surveyor","Centro Poblacion",NA,"Household head","M","Christian",NA,1,"region 6",1,-1,1,-2,5,1,1,1,5,5,5,1,15,4,NA,NA,35,12,35,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,12,"driving tricycle",1,0,1,"Stayed the same","Declines slightly","1-2 per week","More than 1-2 times per week",0,0,0,"Tight",4,3,5,3,3,5,5,1,"Disagree",1,"Strongly agree",10,"Subnational Government","Moderate",0,4,10,0,0,"Sometimes",0,"Confident not","More than few per week",3,3,4,5,5,"Negative formal sanction",1,"1",1,"3","Own",1,10000,"F",12,"Grandchild","Primary school",4,0.9786667,-0.6119182,1.982814,-1.869279,1.2498,0.8609746,0.5918139,0.8573317,1.255258,1.340894,1.28724,1.730084,6.193512,0.3460167,1.032252,3,0.8,"3"
"3060",4808,"aef8c8f1-750d-449d-8eb4-4e452e26e0c2","BRA","Pará","São Caetano de Odivelas","Ponta Bom Jesus",3970,-0.735278,-48.10556,"RESEX Marinha Mocapajuba",21029,"Established","brazil1@rare.org","José  Salustiano","Surveyor","Ponta Bom Jesus",NA,"Household head","M","Católico",NA,0,NA,-1,-1,-1,1,4,1,1,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Stayed the same","Declines a lot","1-2 per week","3-4 per week",1,0,0,"Tight",4,4,4,4,4,4,4,4,"Agree",-1,"Agree",0,"Subnational Government","Strong",3,3,3,3,0,"Often",0,"High chance","Few per month",4,4,4,4,4,NA,NA,NA,NA,NA,"Own",1,1300,"M",51,"Household head","Primary school",3,-1.084343,-0.6119182,-0.6022783,0.9687517,0.03147765,0.8609746,0.5918139,-0.8623544,0.1402803,0.2511881,0.2248433,-1.29831,1.206746,-0.2596621,0.2011243,2.333333,0.4,"4"
"3061",4809,"aefd988b-c9bf-4dff-a673-cebb949943d9","PHL","Antique","Culasi","Centro Poblacion",1726,11.42827,122.061,"Culasi",151100,"Established","ramolo@rare.org","Jomil Concepcion","Surveyor","Centro Poblacion",NA,"Parent","F","Christian",NA,1,"Antique",-1,-1,-1,2,5,0,-1,0,3,5,2,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined a lot","Declines a lot","Once or never","More than 1-2 times per week",0,1,0,"Insufficient",4,3,5,3,5,3,5,4,"Neither",0,"Strongly agree",5,"There is no enforcement system","Strong",8,0,0,0,0,"Often",0,"High chance","More than few per week",4,5,5,5,5,"1. Non-sanction",1,"0",0,"5","Own",0,1500,"F",60,"Parent","Primary school",6,-1.084343,-0.6119182,-0.6022783,1.914762,1.2498,-1.148568,-2.774529,-0.8623544,-0.9746974,1.340894,-1.89995,0.8660217,-6.319205,0.1732043,-1.053201,1.5,0.8,"2"
"3062",4812,"af083a8f-6387-4144-82b3-cfd71df7aea4","HND","Colón","Santa Fé","Guadalupe",2346,15.89776,-86.0758,"Santa Fe",51923,"Proposed","mar15@rare.org","Irwin Miranda","RARE","Guadalupe","Reserve","Household head","M","Christian",NA,1,"fundeño",-1,-1,-1,1,4,1,-1,1,5,1,5,0,NA,NA,NA,NA,60,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,4,"cobrador de bus",1,NA,NA,"Declined slightly","Declines slightly","Once or never","More than 1-2 times per week",1,0,0,"Tight",3,4,2,2,2,4,5,2,"Agree",0,"Agree",10,"No enforcement system","Weak",5,3,3,NA,3,"Often",1,"High chance","Few",5,4,4,4,4,"2. Aplicaría una sanción negativa informal",1,"0",0,"4","Collective",1,1250,"M",54,"Household head","Primary school",2,-1.084343,-0.6119182,-0.6022783,0.9687517,0.03147765,0.8609746,-2.774529,0.8573317,1.255258,-3.01793,1.28724,-1.29831,-1.531655,-0.2596621,-0.2552759,2,0.4,"4"
"3063",4814,"af0e7cf2-d312-4a3b-ac18-9c637b013364","HND","Islas de la Bahía","Guanaja","El Cayo",603,16.44188,-85.88744,"Guanaja",182101,"Strengthened","mar3@rare.org","Laura Zaldivar","Community Member","El Cayo",NA,"Household head","M","Christian",NA,0,NA,-1,-1,-1,-2,5,1,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,80,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA,NA,NA,1,0,0,"Declined slightly","Declines slightly","A few times","A few times per month",1,1,0,"Sufficient",3,3,3,3,3,2,3,3,"Neither",NA,"Neither",5,"Subnational Government","No punishment",4,2,4,10,0,NA,NA,NA,NA,3,3,5,5,5,NA,NA,NA,NA,NA,"Not by boat",1,8000,NA,NA,NA,NA,1,-1.084343,-0.6119182,-0.6022783,-1.869279,1.2498,0.8609746,-1.091358,-0.8623544,-0.9746974,-0.8385179,-0.8375531,-2.918019,-3.743506,-0.5836037,-0.6239177,1.666667,0,"2"
"3064",4815,"af1b27f3-ca36-4153-b6bc-30c996f1ef72","PHL","Antique","Libertad","San Roque",1857,11.7796,122.0004,"Libertad",35230,"Established","ramolo@rare.org","Jomil","Surveyor","San Roque",NA,"Household head","M","Christian",NA,1,"antique",1,-1,1,1,5,1,1,1,5,5,5,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Improved slightly","Stays the same","Once or never","More than 1-2 times per week",0,0,0,"Sufficient",5,NA,5,5,5,5,5,5,"Strongly agree",0,"Agree",10,"National Government","Strong",0,0,0,0,0,"Often",0,"Confident not","More than few per week",4,5,4,5,5,"Negative formal sanction",1,"1",0,"4","Collective",0,2000,"F",36,"Spouse","Secondary school",4,0.9786667,-0.6119182,1.982814,0.9687517,1.2498,0.8609746,0.5918139,0.8573317,1.255258,1.340894,1.28724,4.568114,6.193512,0.9136228,1.032252,3,1.4,"3"
"3065",4816,"af1eb8bf-b89e-4623-82b0-29a45cef755b","PHL","Antique","Libertad","San Roque",1857,11.7796,122.0004,"Libertad",35230,"Established","ramolo@rare.org","Vergel cacayan","Surveyor","San Roque",NA,"Household head","M","Christian",NA,1,"caraga",-1,-1,-1,0,4,0,1,0,4,3,4,1,50,3,NA,NA,50,3,NA,NA,NA,NA,60,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Improves slightly","Once or never","A few times per month",0,0,0,"Insufficient",4,3,4,4,4,4,4,2,"Agree",0,"Agree",10,"Subnational Government","Weak",3,0,0,0,0,"Sometimes",1,"Uncertain","Few per month",4,4,3,4,3,NA,0,"1",0,"4","Own",1,3500,"F",23,"Child","University",3,-1.084343,-0.6119182,-0.6022783,0.02274165,0.03147765,-1.148568,0.5918139,-0.8623544,0.1402803,-0.8385179,0.2248433,-2.24432,-1.892503,-0.4488641,-0.3154172,2,0.2,"1"
"3066",4819,"af35b4ac-985a-47b4-a0dc-5f5d8ab08050","MOZ","Inhambane","Inhassoro","Mucocuene",958,-21.54603,35.21167,"Mucocuene",2885,"Proposed","inhassoro@clrmail.com","ROBIM JULIÃO","Other","inhassoro","MA and Reserve","Household head","M","Christian",NA,1,"Mucocuene",-1,1,-1,0,5,1,1,0,4,4,4,1,25,4,NA,NA,75,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Declines slightly","1-2 per week","1-2 per week",0,1,0,"Tight",5,3,4,4,4,4,4,5,"Agree",0,"Agree",10,"Fisheries Management Body","Moderate",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",4,4,4,5,4,"negative informal sanction",1,"1",0,"5","Own",1,15000,"M",8,"Child","Primary school",5,-1.084343,1.815576,-0.6022783,0.02274165,1.2498,0.8609746,0.5918139,-0.8623544,0.1402803,0.2511881,0.2248433,1.401495,1.206746,0.2802991,0.2011243,2.333333,0.8,"4"
"3067",4820,"af4aa560-2931-47b3-bca6-aa8472cbf0a8","PHL","Antique","Libertad","Taboc",1858,11.76771,121.908,"Libertad",35230,"Established","ramolo@rare.org","Analie","Surveyor","Taboc",NA,"Spouse","F","Christian",NA,1,"Antique",1,-1,-1,0,3,0,1,0,5,5,5,1,30,4,NA,NA,70,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Stayed the same","Declines slightly","Once or never","More than 1-2 times per week",1,0,0,"Sufficient",5,5,5,3,5,5,5,5,"Agree",0,"Agree",10,"Fisheries Management Body","Moderate",0,0,0,0,0,"Often",1,"Uncertain","Few per week",5,5,5,5,5,NA,0,"-1",0,"3","Own",0,5000,"F",13,"Child","Secondary school",5,0.9786667,-0.6119182,-0.6022783,0.02274165,-1.186844,-1.148568,0.5918139,-0.8623544,1.255258,1.340894,1.28724,-1.399633,2.464283,-0.2799265,0.4107139,2.666667,0.4,"1"
"3068",4821,"af5a8fc9-794f-4fe5-baf9-1853fbcd5d96","PHL","Surigao del Norte","General Luna","Poblacion II (Purok II)",1781,9.788815,126.1467,"General Luna",100200,"Proposed","ramolo@rare.org","Sharmine L. Salubre","Surveyor","Poblacion II (Purok II)",NA,"Household head","M","Christian",NA,1,"Caraga",-1,-1,-1,0,4,0,1,1,4,3,4,1,NA,NA,NA,NA,100,6,NA,NA,100,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,"Stayed the same","Stays the same","Once or never","More than 1-2 times per week",0,0,0,"Tight",4,3,3,3,5,4,4,3,"Agree",0,"Agree",10,"Subnational Government","Moderate",0,0,0,3,5,"Sometimes",1,"Uncertain","More than few per week",4,5,5,4,3,NA,0,"1",NA,"5","Own",0,5,"M",12,"Sibling","Secondary school",4,-1.084343,-0.6119182,-0.6022783,0.02274165,0.03147765,-1.148568,0.5918139,0.8573317,0.1402803,-0.8385179,0.2248433,-2.24432,-0.1728169,-0.4488641,-0.02880282,2.166667,0.2,"1"
"3069",4822,"af6224ca-5cd2-4655-b417-ee32e855926b","PHL","Surigao del Norte","Burgos","Bitaug",1690,10.03096,126.0643,"Burgos",9653,"Proposed","ramolo@rare.org","Joey Curada","Surveyor","Bitaug","All 3","Household head","M","Christian",NA,1,"caraga",1,-1,0,0,2,0,0,0,3,3,3,1,40,3,20,3,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines slightly","More than 1-2 times per week","More than 1-2 times per week",0,0,0,"Tight",3,3,3,3,2,2,3,3,"Neither",0,"Disagree",10,"Fisheries Management Body","Moderate",3,0,0,0,0,"Sometimes",0,"High chance","More than few per week",2,3,2,3,3,NA,0,"0",0,"4","Not by boat",1,3000,"F",12,"Child","Secondary school",5,0.9786667,-0.6119182,0.6902678,0.02274165,-2.405166,-1.148568,-1.091358,-0.8623544,-0.9746974,-0.8385179,-0.8375531,-1.325409,-5.753049,-0.2650817,-0.9588415,1.5,0.4,"2"
"3070",4827,"afb86931-90f7-4e48-856c-95fb7d209474","PHL","Antique","Libertad","Barusbus",1845,11.76994,121.9277,"Libertad",35230,"Established","ramolo@rare.org","Jomil","Surveyor","Barusbus",NA,"Household head","M","Christian",NA,1,"Antique",1,-1,1,2,5,0,1,-1,5,5,5,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined a lot","Stays the same","Once or never","More than 1-2 times per week",1,0,0,"Insufficient",5,5,5,5,5,5,5,5,"Strongly agree",0,"Strongly agree",10,"National Government","Severe",0,0,0,0,0,"Often",0,"Confident not","More than few per week",5,5,5,5,5,"Negative formal sanction",1,"1",0,"5","Own",0,5000,"M",13,"Child","Secondary school",5,0.9786667,-0.6119182,1.982814,1.914762,1.2498,-1.148568,0.5918139,-2.582041,1.255258,1.340894,1.28724,5.514124,0.744597,1.102825,0.1240995,2.5,1.6,"3"
"3071",4828,"afba3eb7-5649-4954-acae-476aaa25852d","BRA","Pará","São Caetano de Odivelas","Pepêua",3964,-0.746753,-48.02516,"RESEX Marinha Mocapajuba",21029,"Established","brazil1@rare.org","José Salustiano","Surveyor","Pepêua",NA,"Household head","M","Católico",NA,0,NA,-1,-1,1,1,4,1,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Stays the same","1-2 per week","3-4 per week",1,0,0,"Tight",4,4,4,4,4,4,4,4,"Agree",NA,"Agree",0,"Subnational Government","Moderate",3,3,3,3,0,"Often",0,"High chance","Few",4,4,4,4,4,NA,NA,NA,NA,NA,"Not by boat",1,700,"F",50,"Spouse","Primary school",2,-1.084343,-0.6119182,1.982814,0.9687517,0.03147765,0.8609746,-1.091358,-0.8623544,0.1402803,0.2511881,0.2248433,1.286782,-0.4764258,0.2573564,-0.07940431,2.166667,0.8,"4"
"3072",4829,"afc9b07f-17b8-420e-823e-1c06a9c007ea","PHL","Antique","Libertad","Tinigbas",1859,11.75956,121.8742,"Libertad",35230,"Established","ramolo@rare.org","Christian Jay","Surveyor","Tinigbas",NA,"Household head","M","Christian",NA,1,"Antique",1,-1,-1,1,4,1,1,1,4,4,4,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Stays the same","Once or never","More than 1-2 times per week",1,1,0,"Tight",3,3,4,3,5,4,3,4,"Agree",0,"Agree",10,"Subnational Government","Strong",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",4,4,4,4,4,"Negative formal sanction",1,"1",0,"4","Collective",1,10000,"F",43,"Spouse","University",6,0.9786667,-0.6119182,-0.6022783,0.9687517,0.03147765,0.8609746,0.5918139,0.8573317,0.1402803,0.2511881,0.2248433,0.7646996,2.926432,0.1529399,0.4877387,2.5,0.8,"4"
"3073",4830,"afd85ee5-7e10-46b1-87bb-f1d1d9cb4dd5","PHL","Antique","Sebaste","Bacalan",2167,11.54729,122.0884,"Sebaste",19080,"Proposed","ramolo@rare.org","Jomil","Surveyor","Bacalan",NA,"Spouse","F","Christian",NA,1,"Antique",1,-1,-1,1,4,0,1,0,4,4,4,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Stayed the same","Declines a lot","Once or never","More than 1-2 times per week",0,0,0,"Insufficient",4,4,4,4,4,4,4,4,"Neither",0,"Agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Often",0,"Uncertain","Few per week",4,4,4,4,4,"2. Negative informal sanction",1,"0",0,"4","Own",0,1500,"M",17,"Child","Secondary school",5,0.9786667,-0.6119182,-0.6022783,0.9687517,0.03147765,-1.148568,0.5918139,-0.8623544,0.1402803,0.2511881,0.2248433,0.7646996,-0.802797,0.1529399,-0.1337995,2.166667,0.8,"1"
"3074",4831,"afdf6215-85fc-4a9b-9cd4-3c297ab305ab","MOZ","Inhambane","Massinga","Pomene",236,-22.90675,35.55689,"Pomene",6893,"Proposed","pomene@clrmail.com","Edgar Massuanganhe","RARE","Pomene",NA,"Spouse","F","Christian",NA,1,"Zione",1,1,1,0,4,1,1,1,4,4,4,NA,NA,NA,NA,NA,100,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Declined slightly","Improves slightly","1-2 per week","3-4 per week",0,1,0,"Tight",4,3,4,3,4,4,4,4,"Agree",1,"Agree",7,"Fisheries Management Body","Moderate",2,2,2,8,7,"Sometimes",0,"Confident not","Few per month",4,4,4,4,4,NA,NA,NA,NA,NA,"Own",1,20000,"M",35,"Household head","No formal",2,0.9786667,1.815576,1.982814,0.02274165,0.03147765,0.8609746,0.5918139,0.8573317,0.1402803,0.2511881,0.2248433,4.831276,2.926432,0.9662551,0.4877387,2.5,1.4,"3"
"3075",4833,"aff3fa28-07b4-42a1-8741-749368c39bde","PHL","Surigao del Norte","Del Carmen","Halian",1763,9.924394,125.8095,"Del Carmen",45170,"Established","ramolo@rare.org","RUSSEL VIC A. MANTILLA","Surveyor","Halian","All 3","Spouse","F","Christian",NA,1,"CARAGA",0,0,0,0,5,0,0,0,4,4,4,1,NA,NA,NA,NA,50,3,50,2,NA,NA,50,2,50,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines a lot","A few times","A few times",1,0,0,"Tight",4,4,4,4,4,4,4,4,"Neither",1,"Neither",9,"Fisheries Management Body","Strong",8,8,8,8,8,"Sometimes",0,"Uncertain","Few",4,4,5,4,5,NA,0,"0",0,"4","Rent",1,5000,"F",32,"Spouse","Secondary school",3,-0.05283827,0.6018287,0.6902678,0.02274165,1.2498,-1.148568,-1.091358,-0.8623544,0.1402803,0.2511881,0.2248433,2.5118,-2.485969,0.5023599,-0.4143281,2,1,"1"
