submissionid,ma_id,15_activity,15_hours
83c42f71-4774-4507-8ed9-e16b26e74503,320,Watching TV,3
423d6751-d30c-4d92-9142-6bd05a3b7443,320,Relaxing,3
0ff1cd2d-0e7c-4634-a0a1-1c4eedc712b6,320, Relaxing,4
68edcd6d-ed9c-4455-82b9-aa99f52e8298,282,Watching TV,3
998f3e18-f4a4-4959-b691-eeca91996085,282,Mason or Carpenter ,2
8011c7ce-41e3-4e7c-ac3c-ff6d0afb9894,283,Relaxing,2
57f287cf-e2a1-422e-b7b8-85b733a59c30,247,duty as barangay secretary,8
662cce48-18f7-4185-a6c1-166a1b987220,283,"Watching TV ,or relaxing",3
424141cf-722f-4f11-ac01-be742d27235d,320,Watching TV,3
778549f2-bdf6-4053-a173-8f2fa199c12d,282,Resort laundry,8
ddd7e982-67f3-4d1a-bd7f-fa1dc6d16535,282,laundry,3
c47758d1-f1eb-4e47-9cfa-df9b40032dd4,320,Relaxing,3
db3a2ada-d845-4f53-8d50-c7e186689d8c,282,Humajan,5
254f84b1-6dbc-427d-a632-7bf16cc968f9,282,Garden,2
11d6ea1f-4142-4408-b57d-42d13365e2e1,320,Garden,2
4cdb2ff3-e185-4407-be1e-c21c5feafda2,320,Tindahan,8
15713286-20ed-43c2-86d1-45b245164c67,271,bugha,2
84927eed-5d6a-407f-b4a9-22d36ad7e6ee,253,keeping the house,14
f5c51acb-e663-4fc7-a141-5767a99690d5,253,cooking for family,42
bf31511a-fd04-48b7-bd35-31b642a58f4c,253,caring for children,42
6ae6fd55-aa47-4e64-8d1f-729387745e34,253,caring for children ,14
7eb92851-854b-487a-a9f1-35ee95c6f967,253,caring for children,42
58ec0870-c2e7-417b-a8e7-c7d21948e799,253,cooking for family,42
6292f0e6-2fa9-4ee2-9e38-2889a3153f96,253,cooking for family,42
f198d4d0-d8f4-4296-87f7-ccf8474b58d5,253,caring for children,14
bf42761a-d267-4992-8185-ac61a9351271,320,Labor,8
3840ab0e-e1f3-4ccb-b852-01965fad4d54,281,labor,8
1d0ed666-8a6f-4cd4-8201-c316dd38e7ee,258,cook food,24
4cf0c5ee-40a1-4531-99de-e426c79d1e56,258,cooking food,21
6bea4c4e-b1bf-4597-b88a-f433031528cd,258,house keeping,14
8920b2a3-bec3-40ce-94fc-974b4f4926b1,283,manlabada,4
9c92b93d-2d4a-4ab5-9be7-414da2000671,286,construction,8
b47af76e-e197-40c6-b782-41fe3455b30b,286,magvideoke,5
010f67a4-c227-47eb-8d1f-2bb2c1aabbd0,286,magvideoke,4
087d4d38-a2a0-460d-b915-09d00ce9d40f,254,caring for children,14
4ceefdbb-daa8-4261-9a44-41ce1dbb930e,254,cooking for family,42
37e8a13f-2d33-4df5-b03f-14f8d4f55467,247,Manlabada,1
a8c0ec3a-4cbd-469e-a808-149ca0d8a5f2,284,Farming,4
496d3296-a5c0-4c8f-8c00-7f9b35ff93ee,284,Water Collector,8
00aeddee-cbcf-4444-bb4f-2bb07aa070e5,284,Church worker,6
977ef4dc-383a-4709-9a47-e97f68785da6,284,Labor,6
971b6c60-61b8-41a8-beb0-9b4a5860ef0d,284,Labor,6
935114a4-da26-4814-8067-7d1be832cf2c,254,keeping the house,14
33225466-4ca8-4a5d-9a0e-0bd639720920,255,keeping the house,14
c3837b48-f0c7-4255-9367-38efe3d24399,255,atiman sa bata,14
c3837b48-f0c7-4255-9367-38efe3d24399,255,atiman sa balay,14
d3fb04b9-e42a-4b3f-bb3a-cf7526c78a4b,255,caring for children,14
cc28062f-4aed-4d98-8686-4cc5f6a18484,254,cleaning the fish,14
813b018b-58e4-4440-88bb-6bb7545de891,284,Sawer,2
d400382c-5d46-42fa-9c51-d0cd2f679910,284,Labada,4
413ef5ba-a5dc-491d-a2dd-cdd96c102c3e,255,caring for livestocks,21
444f3118-9e0c-4bc9-86da-448e243d029d,286,maglabada,4
a34e70d0-9892-4002-9d1e-2c92db029e98,285,mag hinlo sa palibot Nan bayay,2
573c9861-e278-424b-b0e3-d491e733c24e,255,house keeping,14
3ed6e891-bc78-492b-8b92-761b9e049fce,255,house keeping,14
70091f7b-e69b-43b6-ad84-455aba9ddb27,255,selling fish,7
70091f7b-e69b-43b6-ad84-455aba9ddb27,255,house keeping,14
9b400d72-152b-4984-89bf-db1b771f85de,255,caring of children,18
3d6d81bb-bd99-4601-be71-9068428beaeb,321,BHW,8
ce150c68-764f-4dd6-9fd3-96a7043c93e2,285,Mag Hawa sa palibot,1
84b2630e-b6a4-40df-a274-5572dad97097,284,motor shop technician,6
5a291333-9844-45e8-8e79-57c65e650bd4,284,construction,8
6e993d90-268e-428f-82f0-db3c7e73644c,284,construction,8
3b94ea32-0e88-44a8-955e-89ab2092cce8,285,school vendor ,5
bb890f52-b167-49fc-bddd-cc233fbfd5ec,284,construction,8
e6628ce9-05c9-4041-8b33-f5d712d33a52,285,Utility worker,6
6ceb2861-c9fe-405b-b2a9-5cf7d404247c,281,mangahoy sa palibot,2
de857a4b-acff-4459-9cc4-1d35aa2844be,285,Labor,8
a1e8def0-25d9-4f2d-967a-4412878cc6e2,255,caring for livestock,21
d45ec71f-340a-44c6-8dd0-a949f16151a0,255,keeping house,14
cd356c90-9e4e-4853-a3b2-837ae271453d,255,cooking ,14
acd73b9c-f058-4332-91a6-eb604ca76aee,255,caring for livestock,10
a79b284d-2374-4675-9afe-831d193f397d,255,cleaning house,18
1b788d03-2cfe-4a6e-9d7e-b4f91fe8d8da,255,cook food,21
3fd7fc10-9f0c-42a7-a792-eb793eb5d8d7,254,atiman sa bata,14
1e37ae83-4bce-4605-8765-5b094f6ac7e3,254,keeping the house,12
6541da8b-1a41-4218-b51b-f6f2e86182f4,254,house keeping,14
dc97036f-5d4e-4459-b723-ded023d458db,246,washing clothes,4
d7efaa0c-4586-4df0-b71e-ac3b48f65662,246,Basketball,2
01bebc71-2ddb-4a4e-b6f1-e6af2244eb00,255,caring for children,14
6a32dbc6-37ef-4cbe-b168-3e62086cbe35,255,cooking for food,42
64555750-0872-44fe-82b2-629e3ff2b57b,248,manicure pedicure and tailor,8
51177afd-dd35-4aea-a028-50c3ae510e96,248,Farming,4
bcd6de1e-3a34-423b-8314-cc44c52ebdff,246,Basketball,1
e84374c8-8a50-4d5a-960c-3990673ab763,246,Rara sang banig (banig making),14
14bad7f3-fffe-4fa1-a6e5-88f0a205828b,271,2,8
98d6892b-956b-4e06-9c0f-8bde03b38fa9,271,find sea grapes ,4
1a58acde-acd4-4482-b5c3-6c9928a6a41b,271,Bantay Dagat Volunteer,5
a777ec1e-0cf3-4f57-9cbb-896310bbf143,283,stay at home,8
8c3cd897-43c0-41be-8b86-abe189771a66,283,manhawa,2
1233ff6b-7216-407a-8588-124ab8a11940,283,Capentry,8
3fc152de-5e9c-4b52-a284-fa8062b3c28e,283,mangadto sa bukid,6
3c3cbf1b-1560-4b22-aae4-bf8c0f969847,283,sa balay lng,8
5374dcb4-b0a0-4b0e-b9df-a540394a7752,283,Watching TV,2
29bc28d5-889a-4cbc-b584-907ada9d6aa7,283,Watching TV,3
618264bb-7a95-4ee8-85ee-b80d4b216372,283,Construction,8
59c80f55-a685-4a8d-a175-25c719f87ec0,253,caring for children,14
395db7e4-dd2c-4956-818c-a001994657e8,281,tanom,8
b8fd2c84-b226-4845-98c8-a31a4427533e,253,keeping the house,14
e468da7a-5498-4722-8b25-429829dd2d2c,282,Farming,4
26c4251e-7a56-4c23-8a3e-973b064177ed,275,Farming,4
4ff4d620-bc57-4077-9863-1d7c8bd0341c,320,Farming,4
e408b7c0-632f-4956-b93f-39f02676991b,285,Farming,4
aab6e2b4-aafe-4351-9650-6b1a0aad477e,320,Gardening,3
eb7ed0c5-8c02-4dad-af41-a3a3c44b6b4a,320,Farming,4
1aaddf46-bb7a-44da-aae3-fc08cdc3db7e,275,Farming,4
9e2da9d8-14d0-45b6-afd2-e6f2893c0ec4,275,Farming,4
d0c83b4b-4c1d-489d-b67f-e9dc8f7fd6fd,275,Farming,4
3f2f340d-75fd-477d-8aa4-881f0c43a645,320,Farming,4
750e346c-97a2-4985-a58d-9061dc3578fd,320,Carpentry,5
0a1d5c4f-90d3-4421-b7d4-425f52bfc9db,282,Farming,3
d8824ff3-e9aa-474b-9262-c0e4fa97a68b,282,Housekeeping,8
9e484aa8-d16a-4685-b475-693d0dd4c713,282,Garden ,2
55d7f8aa-b3c5-45cb-b3f6-8c22548ada1b,282,Island hoping,8
6ca081df-9c3f-4ef8-85f4-804262948d9a,282,Lugit,80
21eddcff-4097-4aba-a382-a56d5e51e668,320,Getting some firewood,3
ad63d9df-9b18-4450-9c99-d7f12c3779aa,282,Watching TV,3
c8b8da86-2985-413a-a023-5145dff95c4e,282,Watching TV,3
4970ab41-9f40-43a5-8cb2-4b99094ce77c,282,"Watching TV, Relaxing",4
f2627ee0-cbf5-4d13-b027-25548e12753f,282,Watching TV,3
f086fc69-8226-45ca-a280-76d7962591e8,282,Carpenter,7
b547e4b6-0e58-4f8e-82dc-87951cb311f5,282,fish ball vendor,2
b1a82ccc-a66d-4c79-aa3d-2e257b05e095,283,Watching TV,2
d39d71f8-a1c8-4285-9e25-0b222422dd69,320,Uma,8
f3fa4407-3f71-450a-b157-d02ece1d390b,320,Housewife,8
788e6705-ce79-486e-9f88-e78a488455f3,282,Labor,8
be2f299f-3c64-4c46-bcea-f54cfae8a6da,282,Garden,2
47137179-ca46-4402-82ab-0b8d1716cd05,275,Fish vendors,3
7b34cb3b-50e4-48fd-b09a-82ff3f55b071,271,panday,8
d19852e1-b89e-4e02-ac15-19d9c88273b8,253,cooking for family,42
7c278f13-7fdf-40b5-8805-ff89161e98b7,255,cooking for family,42
05820cf5-c0b4-4103-ac29-7c1e7f54266d,253,cooking for family,42
de163ae6-e2e7-4ff7-9e07-553dfedbca0b,253,keeping the house,14
17367b3d-7c5d-4594-ac2f-2ab308376dc7,253,keeping the house,14
79ac5ba8-9e89-40c0-9b95-b5cb3bb37289,320,Labor,8
5e0fe5e7-6226-4936-b427-22e9cf783bde,320,Housekeper,5
e4a8690d-77e9-404f-a410-60a188bc6543,281,Sag-on tubig,3
a786b611-0308-414f-9a45-c60b4fdb4618,258,house keeping,14
21c1cb55-57a4-45d2-976a-35a6dd718c7d,258,cook food,21
21c1cb55-57a4-45d2-976a-35a6dd718c7d,258,house keeping,14
8e903525-6784-404f-bfa1-c8106a0fd801,286,duyonger,8
dd8a82a8-4e79-4dbd-8f52-bdb76490594e,321,utility worker,4
26c15f79-632b-46d4-b46b-d9f1af7cb548,282,Laborer,5
5cd0fe9d-7272-43bc-bf68-6c5bb8be6de4,286,Laborer,5
aea806c5-e503-4211-93c9-94ef8404ad0e,282,Labor,8
e090abf3-1fbd-4781-8f3f-6e7673954169,258,worker sa nicey,8
5579f311-0249-4568-b312-70eaf08cd80d,254,cooking for family,42
3637eafe-3f2c-4029-91cc-2463cb4175ee,284,Labor,4
3a684c14-7e26-47a2-b608-75e1bfc5d845,284,Carpentry,4
cf402e99-bbbe-4612-b2d8-1818ea62b371,284,Getting some firewood,3
133723ca-8a15-45d2-b9ec-337489dfc8cd,284,Getting some firewood,4
0a8f97dc-b77c-4701-8ab1-6aa323b40501,284,Labor,8
96bba627-8171-490e-beb3-08bfb7f37375,284,Cook,8
684f4c2d-bc85-49bb-b9eb-308f81ca127d,253,caring for children ,14
c42942bf-fc08-49b9-8360-2d1afaa249c7,254,caring for children,14
8872ccc6-70ef-449c-8d54-c3fc229514dd,255,keeping the house,14
33225466-4ca8-4a5d-9a0e-0bd639720920,255,caring for children,14
a6c1cad0-25a8-4d70-bf73-f5613173eeef,255,keeping the house,14
fc41f550-ff7b-4683-97b4-b7d39fdd965a,255,keeping the house,14
572e82d7-6802-4271-9953-3aa838b06297,282,caring for children,14
572e82d7-6802-4271-9953-3aa838b06297,282,cooking for family,42
52f3dbba-f554-467d-b566-2817b3a0c70f,284,Labor,8
87547e34-0777-4273-b4a1-f4125a9c1e46,284,Labor,8
90123490-83e8-43aa-9f88-f5bb70a56e4f,284,Garden,2
8b482de6-e68e-469f-af87-0a186df3fddb,286,mangaligo,4
a34e70d0-9892-4002-9d1e-2c92db029e98,285,mangahoy,2
ea62ddf7-bea9-448b-a128-3d2ed8007673,255,sell fish,7
a333cf1c-1f62-4458-a052-bf504f160629,255,house keeping,14
c939a62f-f9ca-4852-96b0-7d8886241816,255,caring for children,14
b57dda6f-66fe-4cab-a252-39447141431e,255,cook food,21
7ac1cc86-e506-4e63-a838-e6e659216584,285,manginhas,2
ff653936-6fc8-4c4a-8b61-c7198d132587,281,mangahoy,2
f9c61a3a-91e1-4b4b-a1c7-6e7c37ca9535,284,magkopras,6
9c4d502a-3646-4adb-97c5-8d1bf58511d2,284,construction,8
3059dae8-33ed-4e68-a08c-bed935c09557,284,mangaligo,6
a94df565-dae7-4b47-8867-eee1e69cc40f,284,magvideoke,4
61682ebd-2fc7-410f-b2a0-f773144c15ba,285,farming,4
f3a02a53-c5dc-490c-a5a3-c214f233a0cc,281,planting Flowers,1
d250d354-df54-4b44-bd77-6e9be2f516a3,321,sari-sari store & brgy. secretary,6
151b4a42-5ee9-49ce-95eb-18ac70f64154,255,keeping the house,14
151b4a42-5ee9-49ce-95eb-18ac70f64154,255,caring for livestock,21
22256ca6-b606-419a-98a5-ee2eeb9fefba,255,cooking food,21
5641fd43-46fe-412b-875f-30d637d448c3,255,cooking food,28
50e61c58-c688-4e63-8abd-3c785d420c40,255,caring for children,42
a541f25b-0518-4223-8e86-b1e95bdf5c4a,255,keeping the house,14
b62d72f8-547c-449e-b24e-cf94b5e70969,254,caring for children ,14
fe306a22-16f3-4ec0-acfa-e39bbe49965c,254,house keeping,14
1a79a36a-feae-48be-9cae-15adada5d284,254,cooking food,21
e8eda29c-e282-45e0-b1b3-5de973b0223e,246,basketball,1
59f9a231-66ee-43cb-9991-0adb7b43ab0a,246,farming,3
85a5b083-1317-4eb4-8842-d901abe651b6,246,drinking,1
159c5e6f-ff0b-45c5-8726-2455d6eda422,246,tanod ,4
d0d5faab-a125-4512-ab85-1a0e2b8dcdc4,255,keeping the house,14
101d5adf-530f-4724-ab56-40ebf6b59e7f,255,keeping the house,14
e87f1501-1111-438d-8236-0edf5b09daf7,255,keeping the house,14
6e4773a0-2971-4b6b-b39c-9641a36f01bd,248,Sari sari store owner,8
abe0ae70-7a87-4e88-85d9-75378e26b250,247,Tinda nga kakanin,3
7cce72c8-d952-4ca1-aa59-1186e4738bb9,246,Tricycle driver,35
27c3f9a3-6f84-4f34-8288-1d217de925d1,247,family bonding and church,5
23c28d77-964a-4200-949e-b3f05bbe0f2e,271,Construction,9
e9b434e3-ca51-479b-8a0d-7a94021c94d8,271,Construction,3
ba97b6df-1a21-4830-93df-a3bf8611d635,283,Washing clothes,5
2470c463-9aa7-4a3e-93c2-82b1ac721b45,283,Tendahan,3
ae65c351-c0a2-4cd4-aa81-e5f5e176d85d,283,Farming,5
6fcc2543-f592-45a9-bcb3-0bb905314008,283,Gardening,5
0e384c4e-b442-4ecf-9a0c-18fe25d6525f,281,Panluto,3
0e384c4e-b442-4ecf-9a0c-18fe25d6525f,281,Panlaba,4
a1a2867a-357e-48c4-8990-86aadc801ada,281,gardening,1
c9be421d-c836-4b33-9f56-7a9653e033b4,283,Garden,3
37726375-ca3e-4dbb-8236-de3ac4b995a2,283,Fish vendor,3
74e9183a-2514-436d-9d88-923076e95500,283,beach picnic,6
f82828e7-ffaa-4707-a705-041113d30afb,253,keeping the house,14
329a0b24-c05b-440b-83b4-900f2006ee96,253,caring for children,14
4d3b0a07-bee6-4c90-a2ab-1bfc45cf13b1,255,keeping the house,14
67601fbd-b971-4efc-851c-47dcd2dcdd3e,275,Gardening,4
7944bc6e-8c2a-49f9-8472-211b1787e0cc,283,Carpentry,6
7a6e853b-c6d3-4231-9c7e-7bec2ba726f2,283,Construction worker,8
dccee307-c77b-428e-adcd-1b199bd2b768,320,Farming,4
6f294987-b05f-4a0a-a3b7-5a6213407e6c,320,Gardening,4
de927117-07d2-4f6b-9077-f020bf554934,320,Carpentry,4
de600dca-3cad-4aa7-9002-4e515e5149e7,320,Farming,4
c5da1492-2cc9-46dd-affc-f522e3c4aeac,320,Gardening,4
645fcd71-b8e9-4fa8-b8d8-ddf45a209996,275,Farming,4
30cb8473-a58e-476e-b832-a16638739b70,275,Gardening,4
556cf943-e8d2-40d8-8528-dc32fc661a9b,275,Farming,4
e899e30a-9880-46d9-b9b3-723543b7e7c7,320,Farming,4
880b5ace-45c9-4176-a7ed-a2d5c38da7e3,282,Street food vendor,8
25e1fd24-1bd8-49b2-8245-75daf0956517,282,Drive,8
1e2d4031-8ab3-4435-ac74-81584c72ab28,320,Relaxing or Watching TV,4
4c4b4472-4cce-4764-b333-7a5edce9e770,320,Relaxing,3
be6027db-4335-4ff0-a6ed-ad34ae7eb12c,320,Getting some firewood,3
c10c7111-697d-40d7-a662-5965c4aabb00,282,Habal-habal driver,6
3ac3912e-1fb4-4347-8c6d-adee6bae04c7,282,Watching TV,3
7b8ca341-96ee-415a-aa98-2be54a333793,283,Watching TV,2
24d95caa-f52c-4397-918b-92c732d072a7,283,Relaxing,3
65040496-32a9-4684-9727-f001f5693905,247,manlaba,1
dd71ca54-022a-44c5-8c49-a62927be3c20,285,Garden,2
933d6087-1393-4c14-9d04-165e0295c882,320,Garden ,2
87f191a9-0521-4a48-8a2c-04defeb3a5ed,253,caring for children,14
af07bf0d-2a53-445d-974b-3a292eec9c2c,253,caring for children,42
b1c18556-4295-4e38-896c-b18593666fe9,255,keeping the house,14
cae48fc8-f2e2-476d-8d23-00b3b811bd49,253,caring for children,14
ffa1b108-289d-459d-8b22-4c5a35757d85,253,keeping the house,14
de163ae6-e2e7-4ff7-9e07-553dfedbca0b,253,caring for children,14
17367b3d-7c5d-4594-ac2f-2ab308376dc7,253,cooking for family,42
014ebfda-7c97-469e-af6a-f4bad5457ae3,282,Watching TV,3
0ca521bc-08f2-4fa4-95c8-2c3a1988156f,282,Laborer,6
a4a7dc37-fb8a-4334-9d16-6975e95bf687,282,Boat operator,6
dffc8a4a-8118-43ed-9f7f-99d6abbc9c25,320,Construction worker,7
69e4fcd6-8a98-4454-92ed-412755aaeccc,283,Farmer,3
979f33b8-4ca4-417d-99b3-3938c905209a,258,house keeping,14
95a2dfd5-9a23-4998-b101-7a68111532d2,254,keeping the house,14
4aff1580-7b75-48e0-a679-3c8b41af8efc,286,magvideoke,4
a6939f99-9eef-4615-8f9d-96ced75ad7c0,286,construction,8
18432814-5108-4d63-9239-b0ae8210b350,282,Labor,8
087d4d38-a2a0-460d-b915-09d00ce9d40f,254,keeping the house,14
acd58797-38bb-4e74-803c-68d3d27788f1,284,Farming,5
e81db87d-b238-44d2-8d82-9f2e48b1469c,254,keeping the house,14
bf355148-0d53-4f9a-984f-0fc8877fca30,253,keeping the house,14
536b6ee8-1b18-4660-9d37-943a10b73a6e,284,Labor,8
4191ff09-7d29-4712-9f50-a4a79a653bad,284,Relaxings,6
f72613aa-4281-44cb-a40a-cdd6b929c1ee,286,manlabada,4
844a1dc0-e63b-40b2-9d7b-218d7d40df4c,271,utility worker,5
75afefb5-0ea0-4599-9bb5-c314ac90cb96,254,house keeping,16
01d66ef4-4ca7-46d5-b722-a141fdab572a,255,atiman sa bata,9
01d66ef4-4ca7-46d5-b722-a141fdab572a,255,cook food,21
9ed5cf11-f5e2-447b-8646-0230e95ebd6d,255,cook food,21
02a04d37-f9e7-4136-b7cb-016b82015adb,255,house keeping,14
a6b36380-d07a-468f-ad46-fa570e635331,321,magnokus,4
31e7f97f-bf2d-4201-90b6-7521da0229f4,285,mag plastar Nan gamit sa panagat,2
158577a2-e038-42e8-accc-1cbbb4b29ba1,271,mangahoy,2
ea2dfe59-2fbe-4d2b-b8e2-2c90b7065eac,284,maglabada,4
182dc8ae-6c55-4b6d-9d10-37c77a687028,284,maglabada,4
1e637689-241d-459f-a2d7-4828e54e289f,284,maglabada,4
5a90ab9e-807e-41b4-9a1a-7c189c3e138a,284,mangaligo,4
c435aaa0-4fb2-40a8-a4c6-4e551cd6d87a,271,maglaba,3
d6368a82-e9b6-46e7-98c3-8f71c9cad95d,255,cooking,21
dd14c991-94b5-4c61-85e5-d46968c49694,255,keeping the house,8
20285df7-c153-4efc-b38d-d674ac48d85d,254,cooking for family,42
6541da8b-1a41-4218-b51b-f6f2e86182f4,254,cooking,21
2e2ab8ec-f36d-4f05-9bc8-270c6f1e4928,246,van driver,4
1c814aad-f6a3-461a-90f3-43838cd64e84,246,Household chores,8
4b22f3a2-37ac-4e07-8057-8015ca7300be,246,fish catch monitoring,3
1b814952-4f1e-4e52-9b01-e89d44cadae4,248,drinking,1
101d5adf-530f-4724-ab56-40ebf6b59e7f,255,cleaning the fish,14
e076392a-18fc-47f7-891e-e109fe20bca1,248,Panglaba,5
ba7ccd2f-d1fd-43fc-8691-05115ea2bf3d,246,Livestock (chicken),2
466dcc26-f094-4113-8c83-45eaa7d04b6a,248,Farm Animals Piggery,3
04452d59-8a82-4977-a57d-a6181c2b5d5e,271,Garden,3
498afeab-1ba5-4a96-be60-d57a057d64db,283,Panlabada,5
a4f2f749-fa1c-444d-ad81-708bcd16e0f2,283,going to farm,8
20d5593b-3b7c-4970-902e-22f62b48cd06,283,Caring a child,6
53d63e20-70b3-4c9c-af53-a727a4b85a6f,283, Work in furnitures,6
0085377f-c960-4a9f-b427-c1ea19f47ec3,281,family bonding,5
8be8f749-5f31-4a76-90f8-e355763cdfba,281,Pagpanlaba,1
f0ab81af-373b-4765-9e37-ca51c864a7c4,281,Panlaba,4
fafbb97b-40a8-4396-b6d0-c5ae1fcf96b8,281,bantay dagat ,5
ffdc79ed-7daf-401a-af06-fcc65c89d256,281,mangahoy,3
a75a56b6-92a0-4b32-8c51-03a2d7a014f9,253,caring for children ,14
00185f8b-146f-4317-98e7-15e5b1535c13,253,keeping the house,14
9b50826a-d1c9-4d93-935f-2e73d8461273,253,cooking for family,42
3b2fee7a-d510-478c-bd83-2d1fafbe2d3d,253,caring for children,14
e37cff23-1ff1-4de7-8ed8-af78de3fe3c8,253,cooking for family,42
b7b1c807-26f3-4da4-a44c-114a880fdcf5,253,caring for children ,14
e1a95ca5-addd-421a-bb40-0758938ec056,253,cooking for family,42
c809a027-a954-4743-9b64-e487bd723ecb,320,Gardening,3
ef0c78ee-62a8-4b85-87af-6109801fbb04,275,Farming,4
caa6f2c1-b415-4636-ab6b-6a594f26d437,275,Farming,4
78e7e456-218a-4507-93c7-7cef96211bbf,282,Farming,4
b7f8df66-296f-4f7e-a249-f9894a8ea615,282,Farming,6
97537e1a-d591-448a-96dd-c3194ed02eeb,282,"Garden,Sari - Sari store",8
b3c16f7e-8001-43b1-86a3-33f396690119,282,Gardening,4
59fc3bde-e872-442f-b88e-fabed0b8cd20,282,Labor,8
d69d4f87-f27d-4934-bb57-f832a4084311,282,Tindahan,8
47f5436f-ed71-4c67-9e8e-737e0a73908b,320,Watching TV,3
ecba4557-89ad-4944-9461-3ab7778a8009,320,Relaxing,4
4a0504f0-abfc-418b-af52-ee480461ad10,320,Watching TV,4
fe0a8d11-2671-49eb-97af-5f8a7fdad83c,320,Laborer,4
af5a8fc9-794f-4fe5-baf9-1853fbcd5d96,282,Carpenter,8
2ad4ec3e-b9f0-4317-b48e-d7a5a39645aa,283,Relaxation while watching TV,3
80cb26a6-fe05-46f7-8448-4aebeadc4f9b,320,Housewife,8
82e5b4c1-b223-4bf2-ac63-87b9c39162e8,320,Housewife,8
b130ae53-237c-499f-ad64-d23c755f8d39,320,Labor,8
4897d174-4a6f-44d4-8e6f-dacfd5e04868,320,Relaxing,4
2ac6547f-5b7a-4f9b-b93f-26fba73dee44,320,Construction,8
4dab8bcf-ce27-48e1-9afc-983692d408f7,283,Manghambas,6
1ffd96ae-4d6c-404c-b5e2-472a4c36c334,282,Construction,8
9b4fc5d6-40d0-47c2-8660-e320d2f72265,275,BHW,3
51a8effd-a9a7-4929-9c25-edc80e9f4440,320,Tindahan,8
fb54ccce-8e9e-44f6-885a-c37dc842866a,275,Garden ,2
aa1abb3d-4533-41d7-bd79-4f85b3f37e5a,271,construction,8
f198d4d0-d8f4-4296-87f7-ccf8474b58d5,253,keeping the house,14
9d832864-c2fc-41cc-8721-ca2ed3ed4f54,253,cooking for family,42
f7718837-9e48-4a3c-8693-3fb878fe692c,253,cooking for food,42
5870e330-62eb-4d41-be72-7a0443f282ef,320,Relaxing or watching TV,3
739a5483-5f6e-482a-b520-e6eadf509124,320,Labor,8
7a23a3c6-a725-43f4-bd97-e9810c2087a1,254,keeping the house,14
6fcae508-5dbe-4d45-8f44-c341c06ae54f,254,cooking for family ,42
9f033a2b-34fb-4041-b5b7-6cdc1dcbde3a,254,caring for children,14
cde36eb9-766e-45be-b91e-ccbc9cf2ca71,282,tricycle driver,2
8e52704e-2b81-445c-99b1-0181546a8ca9,286,mangaligo,4
d6002635-a686-42ed-9e44-210ef20f38fe,286,mangaligo sa dagat,6
cc12515f-44b6-40cd-b2a2-cd1bcce365e6,286,mangaligo,6
bcc6bb7b-552b-4dd5-8e0d-3d19bfbe7c9f,321,driver,5
a0a90053-0447-478c-9f3b-f7402786f2fd,271,helper,8
267bcfe6-6528-4551-87c7-3029252b94e5,284,Farming,4
656a1ae7-6c49-4062-afed-f94673e29587,284,Labor,3
89999fa4-610f-4393-a887-2151da445b84,284,Farming,4
20beb2ec-beab-4e68-a3b7-b61a18e92b6e,284,dayagay,8
18832d9e-4233-4b23-bdd6-85f147d6ccc3,284,Labor,6
684f4c2d-bc85-49bb-b9eb-308f81ca127d,253,keeping the house,14
0944bdf4-ec20-4b59-82e3-6e8936934fb8,254,cooking for family,42
2e6536e0-220f-4e7d-b3c5-157403f1de42,254,keeping the house,14
19dfa51a-ed15-408e-a41f-acf3397aa976,255,caring for children,14
d3fb04b9-e42a-4b3f-bb3a-cf7526c78a4b,255,cooking for family,42
a6c1cad0-25a8-4d70-bf73-f5613173eeef,255,loto pagkaon,42
cc28062f-4aed-4d98-8686-4cc5f6a18484,254,keeping the house,14
e5270c7a-ea1d-4c6c-9215-d5d2c9433ca0,284,Panday,8
c218d4c1-8e9a-44d4-87e4-0ea4b29845f8,284,Relaxing,7
122f8480-1d40-4fc7-91ad-08480a4524b7,284,Labor,8
19f835ca-7961-4f5e-90ec-ad3d5e300a50,284,Labor,8
186bd125-6060-4bef-acd5-0f264abba98f,284,Labor,4
3577b2b4-3e89-4ed6-bc4c-db9b211c01e2,284,BHW,4
51017c01-0b61-4833-af2e-35faef963053,255,keeping the house,14
219e83fd-58bd-4c32-8079-9ff0680bfa9a,253,keeping the house,14
2c7cc2af-6af4-4f51-ba14-2d2aa80112fb,253,cooking for family,42
7fd9b752-3e62-4756-8421-51f2fbb99b9b,286,sa bayay r bantay bata,8
2f6b27f4-dae1-4865-bd9c-dd5c39664452,281,laba,8
07d6a37b-0c73-40f9-a5eb-0f8fc21699f2,285,washing clothes,1
930728af-bf7f-49d3-9768-7559776c07ff,284,maguma,6
c317dfca-e7b8-49d2-a7a5-952dd24a24d0,254,cook food,21
adf5566a-b594-4106-abc2-e3a400d06dde,255,house keeping,14
b57dda6f-66fe-4cab-a252-39447141431e,255,house keeping,14
9ed5cf11-f5e2-447b-8646-0230e95ebd6d,255,caring for children,8
9b400d72-152b-4984-89bf-db1b771f85de,255,cook food,21
77cd4b69-04b2-4cb4-bde5-ec14e449a99f,285,mamahog nan baboy,1
7ac1cc86-e506-4e63-a838-e6e659216584,285,mag laba,2
ce150c68-764f-4dd6-9fd3-96a7043c93e2,285,mag laba,2
6f397dfe-f156-4384-a4cf-f55f8c17aa77,281,mag laba,1
8e3f235c-10fe-4fdb-a908-38507614de4f,284,maglabada,4
